Set,Audio_ID,Source,Description,Speaker,Gender,Duration (s)
04_Ynsaghey,9323,https://www.learnmanx.com/media/dictionary%20-%20Transport/raad%20etlan%20-%20runway.mp3,raad etlan runway,,,1.41
04_Ynsaghey,9327,https://www.learnmanx.com/media/dictionary%20-%20Transport/raad%20yiarn%20-%20railway.mp3,raad yiarn railway,,,1.54
04_Ynsaghey,9331,https://www.learnmanx.com/media/dictionary%20-%20Transport/roar%20bree%20-%20motor%20bike.mp3,roar bree motor bike,,,1.54
04_Ynsaghey,9335,https://www.learnmanx.com/media/dictionary%20-%20Transport/roar%20-%20bike.mp3,roar bike,,,1.49
04_Ynsaghey,9339,https://www.learnmanx.com/media/dictionary%20-%20Transport/soilshaghyn%20mooarey%20-%20headlights.mp3,soilshaghyn mooarey headlights,,,1.62
04_Ynsaghey,9343,https://www.learnmanx.com/media/dictionary%20-%20Transport/scughag%20-%20scooter.mp3,scughag scooter,,,1.02
04_Ynsaghey,9347,https://www.learnmanx.com/media/dictionary%20-%20Transport/soilshey%20reill%20-%20traffic%20light.mp3,soilshey reill traffic light,,,1.31
04_Ynsaghey,9351,https://www.learnmanx.com/media/dictionary%20-%20Transport/stashoon%20-%20station.mp3,stashoon station,,,1.2
04_Ynsaghey,9355,https://www.learnmanx.com/media/dictionary%20-%20Transport/taksee%20-%20taxi.mp3,taksee taxi,,,1.18
04_Ynsaghey,9359,https://www.learnmanx.com/media/dictionary%20-%20Transport/tayrneyder%20-%20tractor.mp3,tayrneyder tractor,,,0.99
04_Ynsaghey,9363,https://www.learnmanx.com/media/dictionary%20-%20Transport/thie%20troailt%20-%20caravan.mp3,thie troailt caravan,,,1.57
04_Ynsaghey,9367,https://www.learnmanx.com/media/dictionary%20-%20Transport/thiollane%20-%20tunnel.mp3,thiollane tunnel,,,0.94
04_Ynsaghey,9371,https://www.learnmanx.com/media/dictionary%20-%20Transport/toor%20reill%20-%20control%20tower.mp3,toor reill control tower,,,1.38
04_Ynsaghey,9375,https://www.learnmanx.com/media/dictionary%20-%20Transport/traen%20-%20train.mp3,traen train,,,0.91
04_Ynsaghey,9379,https://www.learnmanx.com/media/dictionary%20-%20Transport/troggeyder%20pedryl%20-%20petrol%20pump.mp3,troggeyder pedryl petrol pump,,,1.59
04_Ynsaghey,9383,https://www.learnmanx.com/media/dictionary%20-%20Transport/traen%20cooid%20-%20goods%20train.mp3,traen cooid goods train,,,1.41
04_Ynsaghey,9387,https://www.learnmanx.com/media/dictionary%20-%20Transport/van%20-%20van.mp3,van van,,,1.02
04_Ynsaghey,9394,https://www.learnmanx.com/media/dictionary%20-%20verbs/cadley%20-%20sleeping.mp3,cadley sleeping,,,0.86
04_Ynsaghey,9398,https://www.learnmanx.com/media/dictionary%20-%20verbs/caggey%20-%20fighting.mp3,caggey fighting,,,0.86
04_Ynsaghey,9402,https://www.learnmanx.com/media/dictionary%20-%20verbs/clashtyn%20-%20hearing.mp3,clashtyn hearing,,,1.2
04_Ynsaghey,9406,https://www.learnmanx.com/media/dictionary%20-%20verbs/cloie%20-%20playing.mp3,cloie playing,,,0.84
04_Ynsaghey,9410,https://www.learnmanx.com/media/dictionary%20-%20verbs/coagyrey%20-%20cooking.mp3,coagyrey cooking,,,1.18
04_Ynsaghey,9414,https://www.learnmanx.com/media/dictionary%20-%20verbs/cooney%20-%20helping.mp3,cooney helping,,,0.84
04_Ynsaghey,9418,https://www.learnmanx.com/media/dictionary%20-%20verbs/corlheimeraght%20-%20skipping.mp3,corlheimeraght skipping,,,1.31
04_Ynsaghey,9422,https://www.learnmanx.com/media/dictionary%20-%20verbs/cosney%20-%20winning.mp3,cosney winning,,,1.18
04_Ynsaghey,9426,https://www.learnmanx.com/media/dictionary%20-%20verbs/crankal%20-%20knocking.mp3,crankal knocking,,,1.2
04_Ynsaghey,9430,https://www.learnmanx.com/media/dictionary%20-%20verbs/creck%20-%20selling.mp3,creck selling,,,0.71
04_Ynsaghey,9434,https://www.learnmanx.com/media/dictionary%20-%20verbs/cryttal%20-%20knitting.mp3,cryttal knitting,,,1.12
04_Ynsaghey,9438,https://www.learnmanx.com/media/dictionary%20-%20verbs/cummal%20-%20living.mp3,cummal living,,,0.81
04_Ynsaghey,9442,https://www.learnmanx.com/media/dictionary%20-%20verbs/cur%20-%20putting.mp3,cur putting,,,0.91
04_Ynsaghey,9446,https://www.learnmanx.com/media/dictionary%20-%20verbs/daunsin%20-%20dancing.mp3,daunsin dancing,,,1.15
04_Ynsaghey,9450,https://www.learnmanx.com/media/dictionary%20-%20verbs/drappal%20-%20climbing.mp3,drappal climbing,,,0.91
04_Ynsaghey,9454,https://www.learnmanx.com/media/dictionary%20-%20verbs/ennaghtyn%20-%20fealing.mp3,ennaghtyn fealing,,,0.97
04_Ynsaghey,9458,https://www.learnmanx.com/media/dictionary%20-%20verbs/eaishtagh%20-%20listening.mp3,eaishtagh listening,,,1.23
04_Ynsaghey,9462,https://www.learnmanx.com/media/dictionary%20-%20verbs/faarkey%20-%20bathe.mp3,faarkey bathe,,,0.89
04_Ynsaghey,9466,https://www.learnmanx.com/media/dictionary%20-%20verbs/fakin%20-%20seeing.mp3,fakin seeing,,,0.84
04_Ynsaghey,9470,https://www.learnmanx.com/media/dictionary%20-%20verbs/farkiaght%20-%20waiting.mp3,farkiaght waiting,,,1.36
04_Ynsaghey,9474,https://www.learnmanx.com/media/dictionary%20-%20verbs/follaghey%20-%20hiding.mp3,follaghey hiding,,,0.99
04_Ynsaghey,9478,https://www.learnmanx.com/media/dictionary%20-%20verbs/garaghtee%20-%20laughing.mp3,garaghtee laughing,,,0.94
04_Ynsaghey,9482,https://www.learnmanx.com/media/dictionary%20-%20verbs/geddyn%20-%20getting.mp3,geddyn getting,,,0.81
04_Ynsaghey,9486,https://www.learnmanx.com/media/dictionary%20-%20verbs/gee%20-%20eating.mp3,gee eating,,,0.99
04_Ynsaghey,9490,https://www.learnmanx.com/media/dictionary%20-%20verbs/giu%20-%20drinking.mp3,giu drinking,,,1.2
04_Ynsaghey,9494,https://www.learnmanx.com/media/dictionary%20-%20verbs/jannoo%20-%20making%20or%20doing.mp3,jannoo making or doing,,,0.78
04_Ynsaghey,9498,https://www.learnmanx.com/media/dictionary%20-%20verbs/jeeaghyn%20er%20-%20looking%20at.mp3,jeeaghyn er looking at,,,1.1
04_Ynsaghey,9502,https://www.learnmanx.com/media/dictionary%20-%20verbs/karraghey%20-%20mending.mp3,karraghey mending,,,1.12
04_Ynsaghey,9506,https://www.learnmanx.com/media/dictionary%20-%20verbs/kionnaghey%20-%20buying.mp3,kionnaghey buying,,,0.91
04_Ynsaghey,9510,https://www.learnmanx.com/media/dictionary%20-%20verbs/laccal%20-%20wanting.mp3,laccal wanting,,,0.89
04_Ynsaghey,9514,https://www.learnmanx.com/media/dictionary%20-%20verbs/lostey%20-%20burning.mp3,lostey burning,,,1.02
04_Ynsaghey,9518,https://www.learnmanx.com/media/dictionary%20-%20verbs/markiaght%20-%20riding.mp3,markiaght riding,,,1.07
04_Ynsaghey,9522,https://www.learnmanx.com/media/dictionary%20-%20verbs/mongey%20-%20smiling.mp3,mongey smiling,,,1.1
04_Ynsaghey,9526,https://www.learnmanx.com/media/dictionary%20-%20verbs/oonlaghey%20-%20washing.mp3,oonlaghey washing,,,0.84
04_Ynsaghey,9530,https://www.learnmanx.com/media/dictionary%20-%20verbs/obbraghey%20-%20working.mp3,obbraghey working,,,0.99
04_Ynsaghey,9534,https://www.learnmanx.com/media/dictionary%20-%20verbs/paagh%20-%20thirsty%20.mp3,paagh thirsty ,,,0.73
04_Ynsaghey,9538,https://www.learnmanx.com/media/dictionary%20-%20verbs/peintal%20-%20painting.mp3,peintal painting,,,1.25
04_Ynsaghey,9542,https://www.learnmanx.com/media/dictionary%20-%20verbs/puttey%20-%20pushing.mp3,puttey pushing,,,0.81
04_Ynsaghey,9546,https://www.learnmanx.com/media/dictionary%20-%20verbs/reurey%20-%20digging.mp3,reurey digging,,,0.94
04_Ynsaghey,9550,https://www.learnmanx.com/media/dictionary%20-%20verbs/roie%20-%20running.mp3,roie running,,,1.02
04_Ynsaghey,9554,https://www.learnmanx.com/media/dictionary%20-%20verbs/screeu%20-%20writing.mp3,screeu writing,,,0.97
04_Ynsaghey,9558,https://www.learnmanx.com/media/dictionary%20-%20verbs/scuirr%20-%20stopping.mp3,scuirr stopping,,,0.81
04_Ynsaghey,9562,https://www.learnmanx.com/media/dictionary%20-%20verbs/shassoo%20-%20standing.mp3,shassoo standing,,,1.12
04_Ynsaghey,9566,https://www.learnmanx.com/media/dictionary%20-%20verbs/shelg%20-%20hunt.mp3,shelg hunt,,,0.91
04_Ynsaghey,9570,https://www.learnmanx.com/media/dictionary%20-%20verbs/shooyl%20-%20walking.mp3,shooyl walking,,,1.04
04_Ynsaghey,9574,https://www.learnmanx.com/media/dictionary%20-%20verbs/smooinaghtyn%20-%20thinking.mp3,smooinaghtyn thinking,,,1.2
04_Ynsaghey,9578,https://www.learnmanx.com/media/dictionary%20-%20verbs/snaue%20-%20swiming.mp3,snaue swimming,,,1.18
04_Ynsaghey,9582,https://www.learnmanx.com/media/dictionary%20-%20verbs/soie%20-%20sitting.mp3,soie sitting,,,0.91
04_Ynsaghey,9590,https://www.learnmanx.com/media/dictionary%20-%20verbs/tannaghtyn%20-%20staying.mp3,tannaghtyn staying,,,0.91
04_Ynsaghey,9594,https://www.learnmanx.com/media/dictionary%20-%20verbs/tayrtyn%20-%20catching.mp3,tayrtyn catching,,,1.1
04_Ynsaghey,9598,https://www.learnmanx.com/media/dictionary%20-%20verbs/tilgey%20-%20throw.mp3,tilgey throw,,,0.81
04_Ynsaghey,9602,https://www.learnmanx.com/media/dictionary%20-%20verbs/troggal%20-%20building.mp3,troggal building,,,0.91
04_Ynsaghey,9606,https://www.learnmanx.com/media/dictionary%20-%20verbs/tuittym%20-%20falling.mp3,tuittym falling,,,0.81
04_Ynsaghey,9610,https://www.learnmanx.com/media/dictionary%20-%20verbs/whaaley%20-%20sewing.mp3,whaaley sewing,,,0.97
04_Ynsaghey,9614,https://www.learnmanx.com/media/dictionary%20-%20verbs/yllagh%20-%20call.mp3,yllagh call,,,0.78
04_Ynsaghey,9618,https://www.learnmanx.com/media/dictionary%20-%20verbs/ymmyrkey%20-%20carry.mp3,ymmyrkey carry,,,1.15
04_Ynsaghey,9622,https://www.learnmanx.com/media/dictionary%20-%20verbs/ymmyrt%20-%20row.mp3,ymmyrt row,,,0.68
04_Ynsaghey,9626,https://www.learnmanx.com/media/dictionary%20-%20verbs/ynsaghey%20-%20teaching%20and%20learning.mp3,ynsaghey teaching and learning,,,1.02
04_Ynsaghey,9630,https://www.learnmanx.com/media/dictionary%20-%20verbs/cheet%20-%20coming.mp3,çheet coming,,,0.78
04_Ynsaghey,9637,https://www.learnmanx.com/media/dictionary%20-%20weather/bodjal%20-%20cloud.mp3,bodjal cloud,,,0.99
04_Ynsaghey,9641,https://www.learnmanx.com/media/dictionary%20-%20weather/bodjallagh%20-%20cloudy.mp3,bodjallagh cloudy,,,2.06
04_Ynsaghey,9645,https://www.learnmanx.com/media/dictionary%20-%20weather/dorrin%20-%20storm.mp3,dorrin storm,,,1.62
04_Ynsaghey,9649,https://www.learnmanx.com/media/dictionary%20-%20weather/dorrinagh%20-%20stormy.mp3,dorrinagh stormy,,,1.33
04_Ynsaghey,9653,https://www.learnmanx.com/media/dictionary%20-%20weather/droghearish%20-%20bad%20weather.mp3,droghearish bad weather,,,1.33
04_Ynsaghey,9657,https://www.learnmanx.com/media/dictionary%20-%20weather/emshyr%20-%20weather.mp3,emshyr weather,,,0.81
04_Ynsaghey,9661,https://www.learnmanx.com/media/dictionary%20-%20weather/eayst%20-%20moon.mp3,eayst moon,,,1.1
04_Ynsaghey,9665,https://www.learnmanx.com/media/dictionary%20-%20weather/feayr%20-%20cold.mp3,feayr cold,,,0.84
04_Ynsaghey,9669,https://www.learnmanx.com/media/dictionary%20-%20weather/fliaghey%20-%20rain.mp3,fliaghey rain,,,0.81
04_Ynsaghey,9673,https://www.learnmanx.com/media/dictionary%20-%20weather/geay%20-%20wind.mp3,geay wind,,,0.68
04_Ynsaghey,9677,https://www.learnmanx.com/media/dictionary%20-%20weather/geayagh%20-%20windy.mp3,geayagh windy,,,1.28
04_Ynsaghey,9681,https://www.learnmanx.com/media/dictionary%20-%20weather/kay-broghe%20-%20fog.mp3,kay-broghe fog,,,1.1
04_Ynsaghey,9685,https://www.learnmanx.com/media/dictionary%20-%20weather/rio%20-%20ice.mp3,rio ice,,,0.68
04_Ynsaghey,9689,https://www.learnmanx.com/media/dictionary%20-%20weather/rioeeagh%20-%20freezing.mp3,rioeeagh freezing,,,1.33
04_Ynsaghey,9693,https://www.learnmanx.com/media/dictionary%20-%20weather/rollage%20-%20star.mp3,rollage star,,,0.94
04_Ynsaghey,9697,https://www.learnmanx.com/media/dictionary%20-%20weather/sheidey%20-%20blowing.mp3,sheidey blowing,,,0.94
04_Ynsaghey,9701,https://www.learnmanx.com/media/dictionary%20-%20weather/sniaghtey%20-%20snow.mp3,sniaghtey snow,,,1.07
04_Ynsaghey,9705,https://www.learnmanx.com/media/dictionary%20-%20weather/teh%20ceau%20fliagh%20-%20its%20raining.mp3,t'eh ceau fliagh its raining,,,1.67
04_Ynsaghey,9709,https://www.learnmanx.com/media/dictionary%20-%20weather/soilshey%20-%20light.mp3,soilshey light,,,0.63
04_Ynsaghey,9713,https://www.learnmanx.com/media/dictionary%20-%20weather/teh%20ceau%20sniaghtey%20-%20its%20snowing.mp3,t'eh ceau sniaghtey its snowing,,,1.85
04_Ynsaghey,9717,https://www.learnmanx.com/media/dictionary%20-%20weather/teh%20dorraghey%20-its%20dark.mp3,t'eh dorraghey  its dark,,,1.2
04_Ynsaghey,9721,https://www.learnmanx.com/media/dictionary%20-%20weather/teh%20fliugh%20-%20its%20wet.mp3,t'eh fliugh its wet,,,1.18
04_Ynsaghey,9725,https://www.learnmanx.com/media/dictionary%20-%20weather/teh%20gial%20-its%20bright.mp3,t'eh gial its bright,,,1.04
04_Ynsaghey,9729,https://www.learnmanx.com/media/dictionary%20-%20weather/teh%20cheh%20-%20its%20hot.mp3,t'eh çheh its hot,,,1.62
04_Ynsaghey,9733,https://www.learnmanx.com/media/dictionary%20-%20weather/chirrym%20-%20dry.mp3,t'eh çhirrym its dry,,,0.73
04_Ynsaghey,9737,https://www.learnmanx.com/media/dictionary%20-%20weather/tendreil%20-%20lightning.mp3,tendreil lightning,,,0.99
04_Ynsaghey,9741,https://www.learnmanx.com/media/dictionary%20-%20weather/chirrym%20-%20dry.mp3,çhirrym dry,,,0.73
04_Ynsaghey,9748,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/binkobbrree%20-%20work%20bench.mp3,bink obbrree work bench,,,1.59
04_Ynsaghey,9752,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/curneen%20ooill%20-%20oil%20can.mp3,curneen ooill oil can,,,1.33
04_Ynsaghey,9756,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/kishtey%20cullee%20-%20tool%20box.mp3,kishtey cullee tool box,,,1.65
04_Ynsaghey,9760,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/kishtey%20pooar%20-%20battery.mp3,kishtey pooar battery,,,1.25
04_Ynsaghey,9764,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/lhiackvoalley%20-%20wall%20tile.mp3,lhiackvoalley wall tile,,,1.36
04_Ynsaghey,9768,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/meinn%20saue%20-%20saw%20dust.mp3,meinn saue saw dust,,,1.52
04_Ynsaghey,9772,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/oard%20-%20hammer.mp3,oard hammer,,,1.33
04_Ynsaghey,9776,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/ogher%20cassee%20-%20spanner.mp3,ogher cassee spanner,,,1.46
04_Ynsaghey,9780,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/pabyr%20geinnee%20-%20sandpaper.mp3,pabyr geinnee sandpaper,,,1.54
04_Ynsaghey,9784,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/saaue%20-%20saw.mp3,saaue saw,,,1.31
04_Ynsaghey,9788,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/scrod%20-%20screw.mp3,scrod screw,,,1.25
04_Ynsaghey,9792,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/scrodeyder%20-%20screwdriver.mp3,scrodeyder screwdriver,,,1.62
04_Ynsaghey,9796,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/skeaban%20-%20brush.mp3,skeaban brush,,,1.02
04_Ynsaghey,9800,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/streng%20-%20string.mp3,streng string,,,1.07
04_Ynsaghey,9804,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/taggad%20-%20drawing%20pin.mp3,taggad drawing pin,,,1.52
04_Ynsaghey,9808,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/traval%20-%20trowel.mp3,traval trowel,,,1.25
04_Ynsaghey,9812,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/towshan%20-%20tape%20measure.mp3,towshan tape measure,,,1.36
04_Ynsaghey,9816,https://www.learnmanx.com/media/dictionary%20-%20Work%20shop/treiney%20-%20nail.mp3,treiney nail,,,1.12
04_Ynsaghey,10113,learn_manx_app_files,Fastyr mie Good afternoon,,,1.36
04_Ynsaghey,11113,learn_manx_app_files,Oie vie ,,,1.64
04_Ynsaghey,12113,learn_manx_app_files,Mish... My name is…,,,1.13
04_Ynsaghey,13113,learn_manx_app_files,Quoi uss? ,,,1.57
04_Ynsaghey,14113,learn_manx_app_files,Kys t'eh? ,,,1.32
04_Ynsaghey,15113,learn_manx_app_files,Kys t'ee? ,,,1.18
04_Ynsaghey,17113,learn_manx_app_files,Kys ta Voirrey? How is Voirrey?,,,1.31
04_Ynsaghey,18113,learn_manx_app_files,Ta mee braew  I'm fine,,,1.37
04_Ynsaghey,21964,https://www.learnmanx.com/media/dictionary%20-%20beach/caayr-hraie%20-%20deck%20chair.mp3,Caayr-hraie deck chair,,,1.31
04_Ynsaghey,21968,https://www.learnmanx.com/media/dictionary%20-%20beach/partan%20-%20crab.mp3,Partan crab,,,0.97
04_Ynsaghey,21972,https://www.learnmanx.com/media/dictionary%20-%20beach/crossag-varrey%20-%20starfish.mp3,Crossag-varrey starfish,,,1.23
04_Ynsaghey,21976,https://www.learnmanx.com/media/dictionary%20-%20beach/shlig%20-%20shell.mp3,Shlig shell,,,0.99
04_Ynsaghey,21980,https://www.learnmanx.com/media/dictionary%20-%20beach/scaa-greiney%20-%20sunshade.mp3,Scaa-greiney sunshade,,,1.44
04_Ynsaghey,21984,https://www.learnmanx.com/media/dictionary%20-%20beach/cashtal-geinnee%20-%20sand%20castle.mp3,Cashtal-geinnee sand castle,,,1.52
04_Ynsaghey,21988,https://www.learnmanx.com/media/dictionary%20-%20beach/baatey-pooar%20-%20power%20boat.mp3,Baatey-pooar power boat,,,1.25
04_Ynsaghey,21992,https://www.learnmanx.com/media/dictionary%20-%20beach/famlagh%20-%20seaweed.mp3,Famlagh seaweed,,,1.1
04_Ynsaghey,21996,https://www.learnmanx.com/media/dictionary%20-%20beach/edd-greiney%20-%20sun%20hat.mp3,Edd-greiney sun hat,,,1.28
04_Ynsaghey,22000,https://www.learnmanx.com/media/dictionary%20-%20beach/maidjey-raue%20-%20oar.mp3,Maidjey-raue oar,,,1.31
04_Ynsaghey,22004,https://www.learnmanx.com/media/dictionary%20-%20beach/birling%20-%20yacht.mp3,Birling yacht,,,1.33
04_Ynsaghey,22008,https://www.learnmanx.com/media/dictionary%20-%20beach/cruick%20-%20bucket.mp3,Cruick bucket,,,0.78
04_Ynsaghey,22012,https://www.learnmanx.com/media/dictionary%20-%20beach/baatey-ymmyrt%20-%20rowing%20boat.mp3,Baatey-ymmyrt rowing boat,,,1.28
04_Ynsaghey,22016,https://www.learnmanx.com/media/dictionary%20-%20beach/baatey-eeastee%20-%20fishing%20boat.mp3,Baatey-eeastee fishing boat,,,1.49
04_Ynsaghey,22020,https://www.learnmanx.com/media/dictionary%20-%20beach/baatey%20-%20boat.mp3,Baatey boat,,,0.99
04_Ynsaghey,22027,https://www.learnmanx.com/media/dictionary%20-%20sea/lhong%20-%20ship.mp3,Lhong ship,,,0.84
04_Ynsaghey,22031,https://www.learnmanx.com/media/dictionary%20-%20sea/perkin%20-%20dolphin.mp3,Perkin dolphin,,,0.91
04_Ynsaghey,22035,https://www.learnmanx.com/media/dictionary%20-%20sea/mooir%20-%20sea.mp3,Mooir sea,,,1.02
04_Ynsaghey,22039,https://www.learnmanx.com/media/dictionary%20-%20sea/raun%20-seal.mp3,Raun seal,,,1.12
04_Ynsaghey,22043,https://www.learnmanx.com/media/dictionary%20-%20sea/shiaulley%20-%20sailing.mp3,Shiaulley sailing,,,0.91
04_Ynsaghey,22047,https://www.learnmanx.com/media/dictionary%20-%20sea/slat%20eeastee%20-%20fishing%20rod.mp3,Slat eeastee fishing rod,,,1.52
04_Ynsaghey,22051,https://www.learnmanx.com/media/dictionary%20-%20sea/fovarrane%20-%20submarine.mp3,Fovarrane submarine,,,1.41
04_Ynsaghey,22055,https://www.learnmanx.com/media/dictionary%20-%20sea/keayn%20-%20sea.mp3,Keayn sea,,,0.65
04_Ynsaghey,22059,https://www.learnmanx.com/media/dictionary%20-%20sea/toor-soilshey%20-%20lighthouse.mp3,Toor-soilshey lighthouse,,,1.25
04_Ynsaghey,22063,https://www.learnmanx.com/media/dictionary%20-%20sea/lhongaghyn%20-%20ships.mp3,Lhongaghyn ships,,,0.94
04_Ynsaghey,22067,https://www.learnmanx.com/media/dictionary%20-%20sea/shiaulteyr%20-%20sailor.mp3,Shiaulteyr sailor,,,0.97
04_Ynsaghey,22071,https://www.learnmanx.com/media/dictionary%20-%20sea/doagh%20hroailt%20-%20tanker.mp3,Doagh hroailt tanker,,,1.62
04_Ynsaghey,22075,https://www.learnmanx.com/media/dictionary%20-%20sea/eeast%20-%20fish.mp3,Eeast fish,,,0.86
04_Ynsaghey,22079,https://www.learnmanx.com/media/dictionary%20-%20sea/lieen%20-%20net.mp3,Lieen net,,,0.94
04_Ynsaghey,22083,https://www.learnmanx.com/media/dictionary%20-%20sea/sharkagh%20-%20shark.mp3,Sharkagh shark,,,1.15
04_Ynsaghey,22087,https://www.learnmanx.com/media/dictionary%20-%20sea/ellan%20-%20Island.mp3,Ellan island,,,0.84
04_Ynsaghey,22091,https://www.learnmanx.com/media/dictionary%20-%20sea/roosteyr-marrey%20-%20pirate.mp3,Roosteyr-marrey pirate,,,1.33
04_Ynsaghey,22095,https://www.learnmanx.com/media/dictionary%20-%20sea/lhong-ooill%20-%20oil%20tanker.mp3,Lhong-ooill oil tanker,,,1.18
04_Ynsaghey,22099,https://www.learnmanx.com/media/dictionary%20-%20sea/tonn%20-%20wave.mp3,Tonn wave,,,0.89
04_Ynsaghey,22113,learn_manx_app_files,T’eh maynrey ,,,1.32
04_Ynsaghey,24113,learn_manx_app_files,T’ee skee ,,,1.38
04_Ynsaghey,25113,learn_manx_app_files,Ta Voirrey çhing Voirrey is sick,,,1.32
04_Ynsaghey,26113,learn_manx_app_files,Vel oo braew? Are you fine?,,,1.44
04_Ynsaghey,27113,learn_manx_app_files,Ta Yes,,,0.52
04_Ynsaghey,28113,learn_manx_app_files,Cha nel No,,,0.67
04_Ynsaghey,29113,learn_manx_app_files,Vel oo keoie? ,,,1.65
04_Ynsaghey,29478,https://www.learnmanx.com/media/dictionary%20for%20church/04Grayse.mp3,Grayse The Grace,,,11.13
04_Ynsaghey,31113,learn_manx_app_files,Vel Orry skee? ,,,1.48
04_Ynsaghey,32113,learn_manx_app_files,Vel eh maynrey? ,,,1.35
04_Ynsaghey,33113,learn_manx_app_files,Vel ee braew? ,,,1.24
04_Ynsaghey,34113,learn_manx_app_files,Cha nel mee keoie ta mee maynrey ,,,2.23
04_Ynsaghey,48113,learn_manx_app_files,Vel Mannin yindyssagh? ,,,1.61
04_Ynsaghey,49113,learn_manx_app_files,Yindyssagh Wonderful,,,1.16
04_Ynsaghey,50113,learn_manx_app_files,Çhing Sick,,,1.17
04_Ynsaghey,51113,learn_manx_app_files,"Braew, gura mie ayd Fine, thank you",,,1.45
04_Ynsaghey,53113,learn_manx_app_files,"Ta, t’eh yindyssagh ",,,1.82
04_Ynsaghey,54113,learn_manx_app_files,Vel yn Moddey Doo keoie? ,,,1.96
04_Ynsaghey,55113,learn_manx_app_files,"Ta, t’eh keoie ",,,1.86
04_Ynsaghey,58113,learn_manx_app_files,Vel Purt le Moirrey yindyssagh? ,,,2.29
04_Ynsaghey,59113,learn_manx_app_files,Gee Eat,,,0.99
04_Ynsaghey,60113,learn_manx_app_files,Giu Drink,,,1.2
04_Ynsaghey,61113,learn_manx_app_files,Gynsagh ,,,1.14
04_Ynsaghey,62113,learn_manx_app_files,Jannoo ,,,1.11
04_Ynsaghey,63113,learn_manx_app_files,Gobbragh Work,,,1.1
04_Ynsaghey,64113,learn_manx_app_files,Shooyl Walk,,,1.24
04_Ynsaghey,65113,learn_manx_app_files,Cummal Live,,,1.18
04_Ynsaghey,66113,learn_manx_app_files,Geearree ,,,1
04_Ynsaghey,67113,learn_manx_app_files,Goll dys Go,,,1.07
04_Ynsaghey,68113,learn_manx_app_files,Spollagyn ,,,1
04_Ynsaghey,69113,learn_manx_app_files,Doolish Douglas,,,1.35
04_Ynsaghey,70113,learn_manx_app_files,Purt Çhiarn Port Erin,,,1.21
04_Ynsaghey,71113,learn_manx_app_files,Purt le Moirrey Port st. Mary,,,1.17
04_Ynsaghey,72113,learn_manx_app_files,Purt ny h-inshey Peel,,,1.38
04_Ynsaghey,73113,learn_manx_app_files,Rhumsaa Ramsey,,,1.16
04_Ynsaghey,74113,learn_manx_app_files,Mannin Isle of Man,,,1.08
04_Ynsaghey,76113,learn_manx_app_files,Cre? ,,,1.2
04_Ynsaghey,77113,learn_manx_app_files,Ta mee gobbragh I work,,,1.5
04_Ynsaghey,78113,learn_manx_app_files,T'ou gee You eat,,,1.36
04_Ynsaghey,79113,learn_manx_app_files,T'eh giu ,,,1.13
04_Ynsaghey,80113,learn_manx_app_files,T'ee gynsagh ,,,1.64
04_Ynsaghey,81113,learn_manx_app_files,Ta Voirrey shooyl Voirrey is walking,,,1.47
04_Ynsaghey,81480,https://www.learnmanx.com/media/dictionary%20-%20sea/lifeboat.mp3,Baatey sauaillagh Life boat ,,,3.97
04_Ynsaghey,82113,learn_manx_app_files,Cha nel mee cummal ,,,1.66
04_Ynsaghey,83113,learn_manx_app_files,Cha nel eh gobbragh ,,,1.45
04_Ynsaghey,84113,learn_manx_app_files,Cha nel ee jannoo ,,,1.44
04_Ynsaghey,85113,learn_manx_app_files,Cha nel Orry gobbragh ,,,1.54
04_Ynsaghey,86113,learn_manx_app_files,Vel mee giu? ,,,1.68
04_Ynsaghey,87113,learn_manx_app_files,Vel oo gee? ,,,1.31
04_Ynsaghey,88113,learn_manx_app_files,Vel eh cummal? ,,,1.32
04_Ynsaghey,89113,learn_manx_app_files,Vel ee geearree? ,,,1.3
04_Ynsaghey,90113,learn_manx_app_files,Nagh vel mee giu? ,,,1.31
04_Ynsaghey,91113,learn_manx_app_files,Nagh vel oo gee? ,,,1.6
04_Ynsaghey,92113,learn_manx_app_files,Nagh vel eh geearree? ,,,1.31
04_Ynsaghey,93113,learn_manx_app_files,Nagh vel ee cummal? ,,,1.54
04_Ynsaghey,94113,learn_manx_app_files,Nagh vel Voirrey shooyl? ,,,1.61
