Filename,Manx,English
DQ_03,"Well, s'mie lhiam's Purt le Moirrey agh va ny thieyn ro costallagh er nyn son ayns shen. Va shin cur shilley er thie va dooinney enmyssit Bob Moorhouse cummal ayn ayns Fistard ayns shen. Foddee ta three shamyr cadlee ayn, shen ooilley, as v'eh ayns staid kiart dy liooar, as va mish er y chelvane rish yn dooinney ayns Purt Çhiarn ayns shoh, 'Cre'n prios ta er yn thie ayns Fistard?' as dooyrt eshyn, 'Kiare cheead thousane dy lieh' er lhiam's. Son yn thie y lhied myr shen. Four hundred and fifty thousand.","Well, I like Port St. Mary but the houses were too expensive for us there. We looked at a house that a man called Bob Moorhouse lived in in Fistard. There were probably three bedrooms, that's all, and it was in a good enough state, and I was on the telephone to the man in Port Erin here, 'What price is the house in Fistard?' and he said, 'Four hundred and fifty thousand pounds' I think. For a house like that. Four hundred and fifty thousand."
DQ_03,"Dooyrt mee rish my ven, 'Cha bee shin kionnaghey thie elley ayns Purt le Moirrey. T'ad ro costallagh'","I said to my wife, 'We won't be buying another house in Port St. Mary. They're too expensive.'"
DQ_03,"Well cha nel monney thieyn ayns Purt le Moirrey, shen yn boirrey. Son yn chooid smoo t'ad costallagh.","Well there aren't many houses in Port St. Mary, that's the problem. They are usually expensive."
DQ_03,"T'ad ro costallagh. Er my hon ansherbee. As haink yn thie shoh er y vargey as va shen yn prios kiart, as ren shin kionnaghey yn thie shoh. T'eh kiart dy liooar. Myr ta shiu fakin ta reayrt yindyssagh veih yn uinnag, nagh vel?","They're too expensive. For me anyway. And this house came on the market and that was the right price, and we bought this house. It's alright. As you can see there's a wonderful view out of the window, isn't there?"
DQ_03,"Oh, gyn dooyt erbee. Just jeeaghyn er yn Cholloo as-","Oh, definitely. Just looking at the Calf and-"
DQ_03,"Oh, dy jarroo. As Baie Fine, as ooilley myr shen.","Oh, indeed. As Baie Fine, and all that."
DQ_03,T'ou maynrey dy liooar cummal ayns shoh ansherbee.,You're happy enough living here anyway.
DQ_03,"Oh, dy jarroo. T'eh kiart dy liooar.","Oh, indeed. It's alright."
DQ_03,As vel oo foast jannoo monney studeyrys er yn Ghaelg?,And do you still study Manx much?
DQ_03,Oh dy jarroo. Ta ram lioaryn fo'n voayrd ayns shen.,"Oh, indeed. There are lots of books under the table there."
DQ_03,"Honnick mee adsyn. Jeeaghyn feer impressive, ghooinney.","I saw those. Looking very impressive, man."
DQ_03,"Ta'n chooid share ayns Gaelg, kuse jeu ayns Gallic. Skeeal ny ghaa ayns shen ayns y neesht jeu.","Most of them are in Manx, a few in Gallic. A few stories there in both."
DQ_03,As dooyrt oo roie tra v'ou aeg ren oo goll magh shooyl as ren oo clashtyn- Adsyn loayrt ass yn Ghaelg. Va shen Ned as dooinney elley. Cha nel mee shickyr quoi va'n dooinney elley.,And you said before when you were young you went out walking and heard—Them speaking in Manx. That was Ned and another man. I'm not sure who the other man was.
DQ_03,As c'raad va shen? Ayns Creneash or er y raad?,And where was that? In Cregneash or on the road?
DQ_03,"Er y raad gys y Cheyllys ayns shen. V'ad loayrt ry cheilley cho aashagh, v'eh yindyssagh clashtyn ad. Cha nel mee shickyr quoi va'n dooinney elley agh v'ad ny neesht jeu jeh'n un eash, my t'ou laccal. Daa henn deiney as maidjaghyn shooyl maroo, as v'ad loayrt cho aashagh ass yn Ghaelg. V'ad flaaoil, ny neesht jeu. Ta mee er smooinaghtyn ram keayrtyn quoi va'n dooinney elley. Foddee eh ve braar Ned.","On the road to the Sound there. They were speaking together so easily, it was wonderful to hear them. I'm not sure who the other man was but they were both the same age, if you like. Two old men with walking sticks, and they were speaking so easily in Manx. They were fluent, both of them. I have wondered many times who the other man was. It could be Ned's brother."
DQ_03,"Ta mee er chlashtyn Jackie y Mackerel, v'ad gra rish. Ta mee er chlashtyn dy row Gaelg yindyssagh echey. V'eh foddey ny share na Ned, ta mee er chlashtyn, agh cha row eshyn son loayrt monney, ta mee er chlashtyn.","I've heard Jackie Mackerel, they called him. I've heard that he had wonderful Manx. He was much better than Ned, I have heard, but he didn't like to speak much, I've heard."
DQ_03,Skeeal cadjin. S'bastagh shen. Ta mee er chlashtyn shen.,It's a common story. It's a shame. I've heard that.
DQ_03,"T'ad gra Jackie y Mackerel rish son far-ennym. Agh cha nel mee shickyr quoi v'eshyn. Ta shen erskyn tree feed bleeantyn er dy henney. As v'ad ny neesht jeu, ec y traa shen- t'eh doillee tra ta shiuish beg, but er lhiam's dy row ad mysh three feed bleeaney dy eash ny neesht jeu, er lhiam's ec y traa shen. V'ad flaaoil, gyn ourys.","They call him Jackie Mackerel as a nickname. But I'm not sure who he was. That's more than sixty years ago. And they were both, at that time—it's difficult when you're little, but I think they were about sixty years old each at that time. They were fluent, without doubt."
DQ_03,"Tra v'ou aeg foddee dy row ram baatyn eeastee ayns Purt le Moirrey, as y lhied.","When you were young there were probably lots of fishing boats in Port St. Mary, and the like."
DQ_03,"Oh, va. T'ad bunnys ooilley ersooyl nish. Va ram jeu. V'ad geddyn troggit ayns Nalpin bunnys gagh vlein as çheet gys shoh. Agh lheie ad ooilley ersooyl. Dooar yn chooid share jeh ny skipperyn baase tra v'ad aeg. Ram jeu. Foddym smooinaghtyn er, foddee, hoght jeu er n'gheddyn baase. Cha row fer jeu erskyn three feed bleeaney d'eash. V'ad ooilley er n'gheddyn baase, as va ooilley ny baatyn eeastee creckit. Ooilley ersooyl. Ta kuse jeu foast goll gys y eeastagh ass Purt ny h-Inshey, cha nel monney ayns Doolish. Ta kuse jeu ayns Rhumsaa. Ta'n flod ersooyl veih Purt le Moirrey ec y traa t'ayn. Dy jarroo.","Oh, there were. They're almost all gone now. There were lots of them. They were being built in Scotland almost every year and coming here. But they all melted away. Most of the skippers died when they were young. Many of them. I can think of, maybe, eight of them who have died. Not one of them was over sixty years old. They had all died, and all the fishing boats were sold. All gone. A few of them still go fishing out of Peel, not many in Douglas. There are a few in Ramsey. The fleet is gone from Port St. Mary at the moment. Indeed."
DQ_03,As ec yn traa shen va foast ram shappyn ayns Purt le Moirrey as yn lhied.,And at that time there were still lots of shops in Port St. Mary and the like.
DQ_03,"Oh, dy jarroo. Oddagh shiu kionnaghey red erbee ayns Purt le Moirrey ec yn traa shen. Un oie va mee my hoie ayns shoh as va mee screeu sheese ooilley ny shappyn va ayn, goaill toshiaght veih Yn Ablet gys yn shooylaghyn ayns shen, as va dossanyn jeu, creck dy chooilley red. Va foddee mysh kiare jeu creck feill, as adsyn va creck arran, va kuse jeu ayn, as creck lossreeyn. Va turneyr ayn, as va- quoi elley v'ayn? Dooinney creck braagyn. Ooilley stoo myr shen. Cha nel ad ayn nish.","Oh, indeed. You could buy anything in Port St. Mary at that time. One night I was sitting here and I wrote down all the shops that were there, starting from The Albert to the promenade there, and there were dozens of them, selling everything. There were probably about four selling meat, and those selling bread, and a few that sold vegetables. There was an attorney, and—who else was there? A man selling shoes. All things like that. They're not there now."
DQ_03,Ooilley ersooyl bunnys.,Almost all gone.
DQ_03,"As co-op nish, as yn shop to creck pabyryn.","And there's a co-op now, and the shop that sells papers."
DQ_03,As shen eh. Bunnys eh. S'bastagh shen. As cha nel agh un thie lhonney ayn nish. Yn Ablet hene.,"And that's it. Almost it. It's a shame, that. And there's only one pub now. The Albert itself."
DQ_03,"Bleeantyn er dy henney va mysh shiaght jeu ayn. The Perwick, Yn Ablet, The Point, The Bay, The Ballaqueeney, The Carrick, and The Station. Un faagit.","Years ago there were about seven of them. The Perwick, The Albert, The Point, The Bay, The Ballaqueeney, The Carrick, and The Station. One left."
DQ_03,As ram skibbyltee boghtey çheet dys yn phurt son y traaie as yn lhied.,And lots of tourists coming to the port for the beach and things.
DQ_03,Dy jarroo. Va shen yn aght ooilley mygeayrt y voayl.,Indeed. That was how it was all around the place.
DQ_03,Gyn dooyt erbee.,No doubt.
DQ_04,Mie lhiat goll magh shooyl monney er chor erbee?,Do you like going out walking at all?
DQ_04,"Oh, dy jarroo. Jesarn, 'syn oie my vees fastyr braew ayn, myr t'eh ayn ec y traa t'ayn, ta mee shooyl ooilley mygeayrt yn jiass ansherbee.","Oh, Indeed. Saturday, at night if it's a fine evening, as it is at the moment, I walk all around the south anyway."
DQ_04,As fastyr Jesarn as fastyr Jedoonee shooyl mygeayrt my vees yn emshir kiart. S'mie lhiam's jannoo shen.,And Saturday afternoon and Sunday afternoon walking about if the weather is right. I like doing that.
DQ_04,C'raad s'mie lhiat goll?,Where do you like to go?
DQ_04,"Well, Perwick. S'mie lhiam's Glen Chass as Perwick.","Well, Perwick. I like Glen Chass as Perwick."
DQ_04,"Ta Glen Chass ny boayl yindyssagh, nagh vel?","Glen Chass is a wonderful place, isn't it?"
DQ_04,"Oh, dy jarroo. T'eh dy jarroo.","Oh, Indeed. It is Indeed."
DQ_04,"Dy kinjagh Ã§heh ayns shen, eer 'sy geurey. My vees eh feayr ayns boayl erbee elley, ayns Glen Chass t'eh Ã§heh, nagh vel?","Always hot there, even in the winter. If it's cold everywhere else, in Glen Chass it's hot, isn't it?"
DQ_04,Ta chass ayn eer boayl erbee elley t'eh feayr as geayagh.,It's warm even when everywhere else is cold and windy.
DQ_04,Agh ayns Glen Chass t'eh kune as Ã§heh.,But in Glen Chass it's calm and hot.
DQ_04,"Agh er my hon's, son boayl dy chummal ayn, ta'n raad ro chionn, ro veg.","But for me, for a place to live, the road is too tight, too small."
DQ_04,"Ta mee toiggal. Oh aye, gyn dooyt erbee. Ta mee toiggal shen.","I understand. Oh aye, no doubt at all. I understand that."
DQ_04,As vel oo foast freayll calmaneyn as yn lhied?,And do you still keep pigeons and such?
DQ_04,"Oh, dy jarroo. Well, ta my ven jannoo yn obbyr shen.","Oh, Indeed. Well, my wife does that work."
DQ_04,"Oh, vel ee?","Oh, does she?"
DQ_04,Ta kuse jeu calmaneyn baney ayns shen. Ta mee er troggal thie daue ayns y gharey.,There are a few white doves there. I've built a house for them in the garden.
DQ_04,Ta shin lhiggey yn raad dauseyn dagh laa agh t'ad Ã§heet erash.,We let them go every day and they come back.
DQ_04,T'ad cliaghtit rish nyn dhie nish as t'ad ooilley Ã§heet erash geddyn nyn bee.,They are used to their house now and they all come back to get their food.
DQ_04,"R'ou rieau ratchal adsyn? R'ou rieau ratchal ny calmaneyn, t'ou toiggal?","Did you ever race them? Did you ever race the pigeons, you know?"
DQ_04,"Cha nel adsyn yn sorch. Yn sorch ta ain, ta calmaneyn baney t'ain.","They aren't the sort. The sort we have, they're white doves."
DQ_04,Cha nel adsyn son ratchal. T'ad ro litcheragh.,They don't race. They're too lazy.
DQ_04,"Kys ren oo goaill toshiaght freayll ny calmaneyn, ghooinney?","How did you start keeping the pigeons, man?"
DQ_04,"Well, hooar shin three piyr jeu veih eirinagh un keayrt.","Well, we got three pairs from a farmer one time."
DQ_04,"S'mie lesh my ven adsyn agh cha nel mee- well, t'ad kiart dy liooar.","My wife likes them but I'm now â€“ well, they're alright."
DQ_04,S'mie lesh my ven adsyn. Ta ish goit er ny calmaneyn. Agh t'ad jannoo dy mie.,My wife likes them. She's taken with pigeons. But they are doing well.
DQ_04,"Ta mysh, foddee, daeed jeu.","There are, probably, forty of them."
DQ_04,Daeed jeu?,Forty of them?
DQ_04,"Ta fer gorrym ny ghaa er geddyn stiagh, er lhiam's, er yn oyr cha nel ad ooilley bane.","A black fella or two has got in, I think, because they're not all white."
DQ_04,Cha nel ad ooilley bane nish?,They're not all white now?
DQ_04,"Ta dooinney ass Africa er geddyn stiagh ayns yn thie, er lhiam.","A fella from Africa has got into the house, I think."
DQ_04,Ta shen mie dy liooar.,That's not bad.
DQ_04,"Kanys ta reddyn mayrt's? Lesh y ghaelg, oo hene? T'ou jannoo dy mie, ta mee er chlashtyn. Gynsaghey yn Ghaelg, as roie mygeayrt.","How are things with you? With the Manx, yourself? You're doing well, I've heard. Teaching Manx, and running about."
DQ_04,"Well, roie mygeayrt, gyn dooyt erbee. Goll voish boayl dys boayl.","Well, running about, no doubt. Going from place to place."
DQ_04,But ta reddyn goll dy mie kyndagh rish yn chengey ec y traa t'ayn.,But things are going well with the language at the moment.
DQ_04,T'eh jannoo foays da my chree clashtyn oo hene gra dy vel ny paitchyn loayrt Gaelg nish.,I'm happy to hear you say that the kids are speaking Manx now.
DQ_04,Ta shen red yindyssagh.,That's a wonderful thing.
DQ_04,Kuse jeu loayrtee feer vie gyn dooyt erbee. Va shin ec y Vunscoill mee er dy henney as v'eh yindyssagh just loayrt rish ny paitchyn ayns Gaelg.,"Some of them very good speakers, without doubt. We were at the Bunscoill a month ago and it was wonderful just talking to the kids in Manx."
DQ_04,"As v'eh feer vie just clashtyn yn Gaelg goll er loayrt, as dy vel ram sleih ayn geearree nyn baitchyn goll dys y Vunscoill as y lhied.","And it's great just hearing Manx being spoken, and that lots of people want their kids to the Bunscoill and such."
DQ_04,So ta reddyn goll dy mie.,So things are going well.
DQ_04,Feer vie.,Very good.
DP_01,"Feer vie. Well laa braew grianagh t'ayn jiu, ghooinney.","Very good. Well it's a fine sunny day today, man."
DP_01,"Oh, nagh vel eh dy jarroo?","Oh, isn't it just?"
DP_01,Vel oo er ve gobbraghey ayns y gharey?,Have you been working in the garden?
DP_01,"Ta mee er ve gobbraghey feiy yn laa ayns y gharey, ghooinney, soie ooilley sorÃ§h dy reddyn.","I've been working all day in the garden, man, planting all sorts of things."
DP_01,As s'treisht lhiam dy bee yn emshyr ayn son shiaghtin ny ghaa ansherbee.,And I hope this weather will be in for a week or two anyway.
DP_01,"Well cha row eh cho mie jea. Hie mee dys Doolish jea, as ayns Doolish she laa braew grianagh v'ayn, t'ou toiggal, but tra haink mee erash dys Purt le Moirrey, myr sampleyr, va ram kay ayn.","Well it wasn't so good yesterday. I went to Douglas yesterday, and in Douglas it was a fine sunny day, you know, but when I came back to Port St. Mary, say, there was a lot of fog."
DP_01,"Kay, aye. Va kay agglagh ayn. V'eh ayn bunnys ooilley yn laa, ghooinney.","Fog, aye. There was terrible fog. It was in almost all day, man."
DP_01,S'bastagh shen.,"Shame, that."
DP_01,S'cummey mychione shen. Ta dy chooilley red gaase dy mie mannagh vel rio ayn.,It doesn't matter about that. Everything grows well if there's no frost.
DP_01,"T'eh jannoo dunverys da ooilley ny lossereeyn ayms. Agh booise da Jee, t'ad gaase.","It murders all my vegetables. But, thank God, they're growing."
DP_01,"Cha nel mee feer- well, cha nel garey ayms, t'ou toiggal.","I'm not very good- well, I don't have a garden, you know."
DP_01,Nagh vel?,You don't?
DP_01,"Cha nel, just patio ayms. Ta blaa ny ghaa ayn but cha nel mee feer vie son gobbraghey ayns y gharey. S'bastagh shen.","No, I just have a patio. There are a couple of flowers but I'm not very good at working in the garden. Shame."
DP_01,As quoi ta soie ny blaaghyn? Uss? Ny dty ven?,And who plants the flowers? You? Or your wife?
DP_01,Shen eh. T'ee feer vie.,That's it. She's very good.
DP_01,"Aye, shen yn aght, ghooinney.","Aye, that's the way, man."
DP_01,"Aye, shen yn aght.","Aye, that's the way."
DP_01,"Cha nel mee lowit jannoo shen, t'ou toiggal.","I'm not allowed to do it, you know."
DP_01,"Oh, nagh vel?","Oh, are you not?"
DP_01,Foddee nagh vel eh feeu mish jannoo shen.,It's probably not worth me doing it.
DP_01,Foddym toiggal shen.,I can understand that.
DP_01,"Ansherbee, ghooinney, just insh d'ou beggan mychione c'raad v'ou ruggit as troggit.","Anyway, man, just tell me a little bit about where you were born and raised."
DP_01,"Well, va mee ruggit as troggit ayns Doolish, as hie mee gys scoill aynshen neesht, as tra daag mee scoill ghow mee toshiaght gobbraghey da my ayr.","Well I was born and raised in Douglas, and I went to school there too, and when I left school I began working for my Father."
DP_01,"As she butÃ§hoor v'eh, as va shapp echey ayns Straid Christeen, as va mee gobbraghey aynshen foddee blein, blein dy lieh, as cha dod mee soie, t'ou toiggal.","And he was a butcher, and he had a shop in Christian Street, and I worked there perhaps a year, a year and a half, and I couldn't settle, you know."
DP_01,V'eh orryms goll ersooyl gys Sostyn ny turryssagh mygeayrt yn theihll.,I had to go to England or travel round the world.
DP_01,"As va mee smooinaghtyn d'ou hene laa dy row, 'Cre mychione goll gys yn armee?'","And I thought to myself one day, 'What about going into the army?'"
DP_01,"As ayns ny laghyn shen va shapp ayn ayns Raad Buck bentyn rish yn armee, as va sarjant ayn, as va enney mie aym er.","And in those days there was a shop on Buck's road to do with the army, and there was a sergeant there, and I knew him well."
DP_01,"As hug mee shilley er as vrie mee jeh mychione goll ersooyl gys yn armee, as dooyrt eh, 'Cre'n eash t'ou?'","And I went to see him and I asked him about going away to the army, and he said, 'How old are you?'"
DP_01,"As dooyrt mee, 'Well, ta mee just shiaght-bleeaney-jeig dy eash.'","And I said, 'Well I'm just seventeen years old.'"
DP_01,"As dooyrt eh, 'Oh, cha nel kied eu goll derrey t'ou hoght bleeaney jeig dy eash.'","And he said, 'Oh, you're not allowed to go until you're eighteen years old.'"
DP_01,"As eisht v'eh jeeaghyn orrym as dooyrt eh, 'T'ou jeeaghyn mooar dy liooar.' dooyrt eh.","And then he looked at me and he said, 'You look big enough.' he said."
DP_01,Lhig dooin cur hoght bleeaney jeig sheese er dty hon.','Let's put eighteen years old down for you.'
DP_01,"As ansherbee, ren eh shen, as er yn nah hiaghtin hie mee gys Lerphoyl, as va shen dy lhig yn fer lhee cur shilley orrym, t'ou toiggal.","And anyway, he did that, and the next week I went to Liverpool, and that was to let the doctor see me, you know."
DP_01,"As ren en shen, as dooyrt eh, 'Oh, t'ou kiart dy liooar.'","And he did, and he said, 'You're right enough.'"
DP_01,As haink mee erash gys yn Ellan as dinsh mee da my ayr as my voir as cha row ad feer arryltagh.,"And I came back to the Island and I told my father and my mother, and they weren't very willing."
DP_01,Cha row ad coontey monney jeh mish goll ersooyl er yn oyr- cha row mee er ve tessin y dub roish shen.,They didn't think much of me going away because- I hadn't been over the sea before that.
DP_01,"As ansherbee, va shen just roish yn Ollick nuy cheead-jeig as tree-feed.","And anyway, that was just before Christmas nineteen sixty."
DP_01,"As vrie my ayr jee'm, 'B'vie lhiam uss gobbraghey son yn Ollick er yn oyr beemayd tarroogh agglagh.'","And my father asked me 'I would like you to work for Christmas because we'll be terribly busy,'"
DP_01,"As dooyrt mee, 'Shen kiart dy liooar'.","And I said, 'That's right enough.'"
DP_01,"As hie mee ersooyl gys Sostyn, well gys Lerphoyl, er y trass laa jeh'n vlein noa, as ghow mee skillin y venrein, ghooinney.","And I went away to England, well to Liverpool, on the third day of the new year, and I took the Queen's shilling, man."
DP_01,"As eisht va mee currit da Aldershot, as va mee aynshen gynsaghey my keirdys son coagyrys as butchoorys.","And then I was sent to Aldershot, and I was there learning my trade for cookery and butchery."
DP_01,"As eisht, tra va mee ec yn jerrey, va mee er my choyrt Libya, she, as va mee aynshen son blein.","And then, when I was finished, I was sent to Libya, yes, and I was there for a year."
DP_01,Ec y toshiaght va mee ayns Bengazi as eisht- cha row mee coontey monney jeh Bengazi.,"To begin with I was in Bengazi, and then- I didn't think much of Bengazi."
DP_01,"As vrie mee jeh'n capthan ain, vrie mee jeh dy goll gys Tripoli er yn oyr va paart jeh'n rejiment ain soit ayns Tripoli.","And I asked our captain, I asked him to go to Tripoli because part of our regiment was stationed in Tripoli."
DP_01,"As hie mee gys shen, as va shin aynshen derrey- va sorch dy coup ayn.","And I went there, and we were there until- there was a sort of coup."
DP_01,"Oh, row?",Was there?
DP_01,"She. Va ree Idris ersooyl cur shilley er nane jeh ny reeghyn, v'eh eer Morocco ny Algiers cha nel mee shickyr nish.","Yes. King Idris was away visiting one of the kings, it was the king of Morocco or Algiers, I'm not sure now."
DP_01,"As aynsherbee tra va eshyn ersooyl va sorÃ§h dy boirey ayns yn armee, as va mee currit dooin dy gheddyn magh ass yn Ã§heer.","And anyway, when he was away there was a sort of problem in the army, and we were given a month to leave the country."
DP_01,"As hie yn rejiment ayms erash dys Sostyn, agh va shinyn va cummal ayns Tripoli, va shin currit da Cyprus.","And our regiment went back to England, but we who were living in Tripoli, we were sent to Cyprus."
DP_01,Mie dy liooar.,Well enough.
DP_01,"She. As va mee ayns Cyprus son blein dy lieh ayns yn- kys t'ou gra yn United Nations? Ny Ashoonyn Unanessit, shen eh.","Yes. And I was in Cyprus for a year and a half in the- how do you say the United Nations? Ny Ashoonyn Unanessit, that's it."
DP_01,Tra yn irree magh ayns-?,At the time of the revolution in-?
DP_01,"Oh, va. Va ny Greagee caggey noi ny Turkee, t'ou toiggal, as va [shin] soit ayns y vean jeu.","Oh, we were. The Greeks were fighting against the Turks, you know, and [we] were stationed in the middle of them."
DP_01,"Oh, va. Va'n boayl shen kiart dy liooar, agh va'n sleih- cha row ny Greagee coontey monney jeh ny sidooryn.","Oh, we were. That place was OK, but the people- the Greeks didn't think much of the soldiers."
DP_01,"V'ad ceau shliggan orrin, ghooinney, choud's va shin goll shaghey 'sy traid.",They were throwing shells on us while we were going past in the street.
DP_01,"As ansherbee, tra daag shin y voayl shen haink mee erash gys Sostyn, gys - c'raad va shen? - Tidworth ayns Wiltshire.","And anyway, when we left that place I came back to England, to - where was that? - Tidworth in Wiltshire."
DP_01,As daag mee yn armee aynshen as haink mee erash gys yn Ellan.,And I left the army there and came back to the Island.
DP_01,"As ghow mee toshiaght gobbraghey da colught butchoorys Cubbon as e Vac, as eisht ren mee scughey voish Doolish as haink mee gys Balley Cashtal.","And I started working for Cubbon and Son butchers company, and then I moved from Douglas and came to Castletown."
DP_01,As ta mee er ve ayns Balley Cashtal neayr's yn laa shen.,And I've been in Castletown since that day.
DP_01,"So, cre cho foddey as v'ou ayns yn armee ayns, well, ayns Cyprus?","So, how long were you in the army in, well, in Cyprus?"
DP_01,"Ayns yn armee shey bleeantyn, as ayns Cyprus foddee blein dy lieh, as ayns Libya blein dy lieh neesht.","In the army, six years, and in Cyprus perhaps a year and a half, and in Libya a year and a half too."
DP_01,As va mee ayns- ooilley mygeayrt Aldershot son- oh! Va mee gobbraghey ayns Cashtal Windsor ec yn un cheayrt.,And I was in- all around Aldershot for- oh! I worked in Windsor Castle at the same time.
DP_01,"Aye. She, she. Va shen son daa vee, shen ooilley, tra va na ratchyn cabbil ayn ec Ascot.","Yeah. That was for two months, that's all, when the horse races were on at Ascot."
DP_01,"She. V'ad shirrey daa choagyrey, as hie mish as- va mish as fer elley currit da Cashtal Windsor, as va shin gobbraghey ayns y kishteen son ny- kys t'ou gra-","Yeah. They wanted two cooks, and me and- me and another man were sent to Windsor Castle, and we were working in the kitchen for the- how do you say-"
DP_01,adsyn va shirveishey yn Benrein as ooilley yn lught thie ecksh. V'eh experience. V'eh.,those who were attending on the Queen and all her family. It was an experience. It was.
DP_01,"As hie mee gys ny ratchyn neesht, nastee. Va shin lowit dy gholl son un laa.","And I went to the races too, free. We were allowed to go for one day."
DP_01,As va ooilley ny ardjee goll mygeayrt ooilley ceauit ayns gooynyn liauyr.,And all the important people going about all dressed in long gowns.
DP_01,Ard-mwannalee!,Snobs!
DP_01,"V'eh yindyssagh! Ard-mwannalagh, shen eh. 'Fastyr mie, fastyr mie!' Va mee garaghtee orroo.","It was wonderful! Snobbish, that's it. 'Good afternoon, good afternoon!' I was laughing at them."
DP_01,As cre gollrish v'eh tra haink oo erash dys Mannin lurg kuse dy vleeantyn ersooyl?,And what was it like when you came back to the Island after a few years away?
DP_01,"Oh, va caghlaays agglagh ayn.","Oh, there was an awful change."
DP_01,Row oo maynrey Ã§heet erash dys Mannin?,Were you happy coming back to the Island?
DP_01,"Well, va. Va mee maynrey dy liooar agh cha ren mee coontey monney jeh ooilley yn sleih noa va er jeet choud's va mee ersooyl.","Well, I was. I was happy enough but I didn't think much of all the new people that had come since I was away."
DP_01,"As loayrt mychione ard-mwannalagh, ghooinney. Ta cooinaghtyn ayms, laa dy row, va mish as kuse dy leih elley 'sy Ã§henn thie-oast Benrein ayns Rhumsaa.","And talking of snobbish, man. I remember, one day, me and a few other people were in the old Queen's pub in Ramsey."
DP_01,Cha nel eh ayn now. Nagh row eh losht?,It's not there now. Wasn't it burned down?
DP_01,Cha nel mee shickyr.,I'm not sure.
DP_01,Er lhiams dy row.,I think it was.
DP_01,"Cha nel mee goll dys Rhumsaa monney, t'ou toiggal.","I don't go to Ramsey much, you understand."
DP_01,Mish noadyr.,Me neither.
DP_01,"As ansherbee, va mee aynshen, as va daa hamyr ayn, as oddagh oo fakin 'sy hamyr elley, as quoi v'ayn agh fer enmyssit Freddie Cowle.","And anyway, I was there, and there were two rooms, and you could see into the other room, and who was there but a man called Freddie Cowle."
DP_01,"Va enney aym er Freddie, as hug mee shilley er, as dooyrt, 'Kys t'ou Freddie?' as ooilley y lheid myr shen.","I knew Freddie, and I went to see him, and said, 'How are you, Freddie?' and all that."
DP_01,"As dooyrt eh, 'Oh, jeeagh er ooilley ny mwannalyn-liauyrey.' dooyrt eh.","And he said, 'Oh, look at all the ""long necks"" [toffs].' he said."
DP_01,"As dooyrt mee, 'Mwannalyn-liauyrey? Cre'n fa vel oo cur yn far-ennym shen orroo?'","And I said, 'Long necks? Why do you call them that?'"
DP_01,"As dooyrt eh, 'Jeeagh orroo choud's t'ad goll mygeayrt, as ta pint ayns nyn laueyn, as t'ad gra, ""Oh, moghrey mie."" as, ""Fastyr mie."" ' as ooilley yn lheid myr shen.","And he said, 'Look at them while they go about, with a pint in their hands, and they say ""Oh, good morning."" and, ""Good afternoon."" ' and all that."
DP_01,"As dooyrt mee, 'Oh, foddym toiggal nish, ghooinney.'","And I said, 'Oh, I can understand now, man.'"
DP_01,She. Agh ayns ny laghyn shen- va shen jerrey ny tree-feedyn- as va ram sleih er jeet veih ny colonies.,Yes. But in those days â€“ that was the end of the sixties â€“ and a lot of people had come from the colonies.
DP_01,"V'ad Ã§heet stiagh 'sy Ã§happ raad va mee gobbraghey, as v'ad jannoo polt, myr shen, as v'ad gra, 'Boy, boy! Tar gys shoh!'","They would come into the shop where I was working, and they'd click, like that, and they'd say, 'Boy, boy! Come here!'"
DP_01,'Vel oo loayrt rhyms?' 'Tar gys shoh' 'Jeeagh er y crackan ayms. T'eh bane gollrish yn crackan ayds ghooinney. Cha nee dooinney gorrym mish'.,'Are you talking to me?' 'Come here!' 'Look at my skin. It's white like yours. I'm not a negro.'
DP_01,V'ad agglagh. Cha row mee coontey monney jeu. As cha nel mee son gra foddey...,They were awful. I didn't think much of them. And I'm not saying any more...
DP_01,Ec y traa shen v'ou erash ayns Balley Cashtal gobbraghey?,At that time you were back in Castletown working?
DP_01,"Va mee ayns Balley Cashtal. Va mee gobbraghey ayns Balley Cashtal agh va mee beaghey ayns Doolish, as lurg blein ny ghaa va mee poost as haink mee gys shoh dy chummal, t'ou toiggal.","I was in Castletown. I was working in Castletown but I was living in Douglas, and after a year or two I was married and I came here to live, you know."
DP_01,As ta mee er ve ayns y thie cheddin ooilley ny laghyn neayr's shen. As t'eh boayl mie dy liooar.,And I've been in the same house all the days since then. It's a good enough place.
DP_01,"As row oo goll magh er ny thieyn-lhionney, as yn lheid, ec yn oie?","And were you going out to the pubs, and such, at night?"
DP_01,Just kuse dy cheaytyn.,Just a few times.
DP_01,C'raad t'ou goll?,Where do you go?
DP_01,Keayt ny ghaa. 'Sy Phot Glue.,Once or twice. To the Glue Pot.
DP_01,"Ta mee er ve [goll] gys shen rish bleeantyn, ghooinney. S'mie lhiam y voayl shen- t'eh kune dy liooar.","I have been [going] there for years, man. I like that place â€“ it's calm enough."
DP_01,"Cha nel, kys t'ou gra, jukebox ny'n lheid myr shen aynshen. T'eh mie son shen deiney gollrhym-pene, ghooinney.","There's no - how do you say? - jukebox or the like there. It's good for old men like myself, man."
