Filename,Speaker,Manx,English
Juan 06,Juan Crellin,as hooar mee yn thie as dooyrt mee rish yn mooinjerey echey va ayns shoh ta shoh toyrtys voish Mnr Kennaw ass Sydney ayns Austrail,and I found the house and I said to his people there: ‘This is a gift from Mr. Kennaw from Sydney in Australia’
Juan 06,Juan Crellin,"as v’ad jeant magh lesh - va pot-tey - er-lhiam pene as kuse dy skaalyn as cappanyn, v’ad seyr ec y traa shen","and they were very pleased - there was a teapot I think and several saucers and cups, they were free at that time"
Juan 06,Juan Crellin,as dooyrt ad rhym ‘vel oo goll erash dys yn Austrail?’ as dreggyr mee ‘foddee’,and they said to me ‘Are you going back to Australia?’ and I answered ‘possibly’
Juan 06,Juan Crellin,as dooyrt ad ‘by vie lhiat cur toyrtys da Mnr Kennaw ayns shen?’ As dreggyr mee ‘kiart dy liooar shen yn red y yannoo’,"and they said ‘Would you like to give a present to Mr. Kennaw there?’ And I replied ‘certainly, that’s the thing to do’"
Juan 06,Juan Crellin,as ren mee myr shen as hug mee kishtey elley da Mnr Kennaw as va goll er myr shen.,and I did so and I gave another box to Mr. Kennaw and it went on like that.
juan 07 second sight,Juan Crellin,Va ben beaghey ec thie enmyssit (s’cummey). Hig ee erash dooys ec bunnys tree er y chlag sy voghree,There was a woman living at a house called (it doesn’t matter). It will come back to me at about three o’clock in the morning
juan 07 second sight,Juan Crellin,...as chellvaney mayrt,...and I’ll telephone you
juan 07 second sight,Juan Crellin,Jean shen whooinney – gura mie ayd,Do that yessir – thanks
juan 07 second sight,Juan Crellin,"As yn nah hooill eck, As oddagh ee jeeaghyn er red ennagh va çheet dy heet whooinney...oddagh ee.","And she had second sight, and she could see anything that was going to happen yessir...she could."
juan 07 second sight,Juan Crellin,"Va’n ennym eck Ellen Brew. V’ee shenn ven, braew coar as yindyssagh. As v’ee cur dooys shey pingyn nish as reesht tra va mee çheet ny quail","Her name was Ellen Brew. She was an old woman, fine, decent and wonderful. She used to give me six pence now and again when I met her"
juan 07 second sight,Juan Crellin,as v’ee cur yn laue orrym myr shoh as v’ee ginsh dou tra va son çheet orrym as cha row mee coontey monney jeh shen.,"and she was putting her hand on me like this and telling me what was going to happen to me, and I wasn’t thinking much of it."
juan 07 second sight,Juan Crellin,"Ansherbee, shen ee, gagh cheayrt va mee çheet ny quail as v’ee ceau ram argid as v’ee ny ben boght whooinney.","Anyway, that’s her, each time I met her she was spending a lot of money though she was a poor woman yessir."
juan 07 second sight,Juan Crellin,"Ansherbee, tra va mee ayns Sydney va stoyr ayn, mooar erskyn towse, as va ram stoo goll erash dys Sostyn seyr, cha row eh son veg.","Anyway, when I was in Sydney there was a store there, extremely large, and there was a lot of stuff going back to England free, it cost nothing."
juan 07 second sight,Juan Crellin,Oddagh oo kionnaghey kishtey myr shen lum lane jeh bee as reddyn va goan agglagh er y çheer shoh er coontey yn chaggey.,You could buy a box like that full of food and things that were terribly scarce in this country because of the war.
juan 07 second sight,Juan Crellin,As va mee smooinaghtyn mychione Ellen Brew as chionnee mee kishtey mooar jeh shen jeh stainnaghyn soo as feill vart as dagh ooilley nhee myr shen,"And I was thinking about Ellen Brew and I bought a big box of that, of tins of juice and corned beef and every sort of thing like that"
juan 07 second sight,Juan Crellin,"ayns stainnaghyn as red erbee va goan ayns Goal va mee cur stiagh ayns y chishtey shoh as hug mee ad, cha dug mee ad,","in tins and anything that was scarce in Britain I was putting into this box and I sent them, I didn’t carry them,"
juan 07 second sight,Juan Crellin,"hug mee ad ayns sy phost, da’n ven shoh, v’ad seyr, cha row ad costal er chor erbee er coontey jeh’n chiannoortys as jannoo dellal eddyr ad hene...","I put them in the post, to this woman, they were free, they didn’t cost anything at all because of the governorship and their arrangement..."
juan 07 second sight,Juan Crellin,"as v’ee coontey monney jeh, coontey mooar jeh shen, v’ee, v’ee as va bee dy liooar tannaghtyn rish shiaghteeyn jeeish ayns shen.","and she thought a lot of it, she appreciated it greatly, yes, and there was enough food to last her for weeks there."
juan 07 second sight,Juan Crellin,As cha row dagh ooilley nhee olk edyr.,And not everything was bad either.
juan 08 leaving the navy,Juan Crellin,Cre’n vlein daag oo yn Navy eisht?,What year did you leave the navy then?
juan 08 leaving the navy,Juan Crellin,Cha sayms...nuy cheead jeig...va’n caggey ec y jerrey...bunnys...queig as daeed foddee. Va mee girree magh ass yn Navy ayns Hong Kong.,"I don’t know... nineteen hundred...the war was at an end...nearly...45, perhaps. I was leaving the Navy in Hong Kong."
juan 08 leaving the navy,Juan Crellin,Hie mee erash myr... jus myr marrinagh ...er Carrier enmyssit ‘Patroller’ er-lhiam pene.,"I went back just as a mariner...on a Carrier called ‘Patroller,’ I think."
juan 08 leaving the navy,Juan Crellin,"As tra dirree mee magh as yn Navy cha row obbyr ayms, cha row veg ayms dy yannoo as va dagh ooilley nhee elley v’ad braew ynsit er red ennagh roish my jagh ad stiagh ayn.","And when I left the Navy, I didn’t have work, I didn’t have anything to do, and everyone else was well educated in something before they went in."
juan 08 leaving the navy,Juan Crellin,Va Dick y Radlagh ayns y vanc roish my jagh eh stiagh as hie eh erash dys y vanc.,Dick Radcliffe was in the bank before he went in and he went back to the bank.
juan 08 leaving the navy,Juan Crellin,Agh cha row veg ayms as lurg shen cha row veg ayms...cha row keird ayms er red ennagh y yannoo hie mee erash da ny lughtyn...,"But there wasn’t anything for me and after that there was still nothing...I had no trade at all, so I went back to the companies..."
juan 08 leaving the navy,Juan Crellin,"ayns shen jus jannoo cargo eddyr Mannin as buill elley, New Zealand Shipping Company ve, as hie mee ayns shen rish tammylt, jus dy gheddyn startey.","there just doing cargo between Mann and other places, the New Zealand Shipping Company it was, and I went there for a while, just to get started."
juan 08 leaving the navy,Juan Crellin,As lurg tammylt va kuse dy lieh geearree magh as ny magheryn ayns shen as va mee able dy heet erash as goaill toshiaght er eirinys,"And after a while a few people were looking to get out of the fields there, and I was able to come back and start farming"
juan 08 leaving the navy,Juan Crellin,"as va mee my eirinagh lurg shen rish tammylt foddey derrey va mee geearree magh ass yn obbyr shen, va mee ro skee dy yannoo eh.","and I was a farmer after that for a long while until I wanted out of that work, I was too tired to do it."
juan 08 leaving the navy,Juan Crellin,C’raad v’ou gobbraghey er ny magheryn? Jus ayns yn twoaie son y chooid smoo?,Where were you working on the fields? Just here in the north for the most part?
juan 08 leaving the navy,Juan Crellin,Er yn eirinys? Jus er y voal shoh,On the farming? Just here on this place.
juan 08 leaving the navy,Juan Crellin,Va ollagh ayms. Va mee cur kied dou dy vreh ram lheiy ayn as va mee cur kied dou dy hughey voish ny booaghyn as tra v’ad bunnys blein dy eash va goll er creck ec y abattoir.,"There was cattle with me. I was helping to birth many calves and helping them on from the cows, and when they were about a year old they were sold at the abattoir."
juan 08 leaving the navy,Juan Crellin,"Shen yn cheird v’aym’s ec y traa shen as va mee gollrish ny shenn Vanninee ooilley, goaill toshiaght er y cheean as erash er y thalloo reesht as croit oc.","That was my trade at that time, and I was like all the old Manx people, starting out at sea and then back on the land again with a croft."
juan 08 leaving the navy,Juan Crellin,Shen yn obbyr ayms. As va sym mooar ayms er çhengey as tra ooilley,That’s my work. And I always had a great interest in the language
juan 09 fishing,Juan Crellin,Vel oo foast goll er yn eeastagh er chore erbee...nish as neesht?,Are you still going fishing now and again?
juan 09 fishing,Juan Crellin,Row oo sy traie chaie? Row oo goll er yn eeastagh?,Were you previously? Going fishing?
juan 09 fishing,Juan Crellin,Va baatey beg ayms. Va shin goll magh er yn eeastagh nish as reesht marish sleih gollrish Illiam y Radlagh.,I had a small boat. We were going out fishing now and again with people like Illiam Radcliffe.
juan 09 fishing,Juan Crellin,As va mee nish as reesht mooie ayns Baaie Rhumsaa ayns my vaatey hene as va baatey elley ayn,And I was now and again out in Ramsey Bay in my own boat and there was another boat there
juan 09 fishing,Juan Crellin,"as cheayll mee ram sleih gyllagh orrym as va ooilley y Ghaelg ayn...ram boghtynid...as quoi va’n agh Doolish y Karagher, Illiam y Radlagh as Walter y Chleree as kuse dy lieh myr shen ooilley ayns yn un vaatey.","and I heard many people calling out to me and it was all in Manx...lots of rubbish...and who was there but Doug Faragher, Illiam Radcliffe, and Walter Clarke and several others all in one boat."
juan 09 fishing,Juan Crellin,As va’n Ghaelg goll...rish ooryn eddyr ain hene as y baatey elley...ta baatey foast ayms as cha nel mee goll magh dy monney...dy mennick nish.,And there was Manx going on...for hours between ourselves and the other boat...I still have a boat and I’m not going out much...often now.
juan 09 fishing,Juan Crellin,Agh cha nel caa ayms er yn oyr dy vel my ven cho ching. Ta graih ayms goll magh ass.,But I don’t have the opportunity because my wife is so ill. I love going out.
juan 09 fishing,Juan Crellin,"As nish as reesht va mee goll magh ass marish Juan y Curleod as v’eh graihagh er goll er... y Killick, as Callig v’ad gra yn chooid smoo jeu.","And now and again I was going out with Juan Corlett and he loved going after...the Killick, and Callig they mostly say."
juan 09 fishing,Juan Crellin,Callig er y jiass as Killick er y twoaie as v’eh mie ynsit er yn eeastagh shen as t’eh goll er gerrey da ny creggyn as va enmyn er Juan er ooilley ny baieyn as creggyn ayns shen as Gaelg orroo.,Callig in the south and Killick in the north and he was well versed in that fishing and he goes near to the rocks and Juan had names for all the bays and rocks there in Manx.
juan 10 manx classes,Juan Crellin,Sleih gollrish Illiam Pat y Radlagh as va mee jeeaghyn ersyn dy mennick. As Charles Mooar. Agh va Illiam Pat y Radlagh beaghey ayns Rhumsaa as va brastyl echey as va mee goll dy chur shilley ersyn,People like Illiam Pat Radcliffe and I was watching him often. And Charles Mooar. But Illiam Pat Radcliffe was living in Ramsey and he had a class and I was going to visit him
juan 10 manx classes,Juan Crellin,as goll dys y vrastyl echey nish as reesht. As va Illiam mie ynsit er y grammar as feer vie myr fer-ynsee as myr shen.,and going to his class now and again. And Illiam was well versed in grammar and an excellent teacher and so on.
juan 10 manx classes,Juan Crellin,As ec y toshiaght va shin cummal brastyl ec y Scoill Grammar ayns Rhumsaa as va orrin dy eeck argid da’n wardoon ayn shen...well kiart dy liooar as lurg tammylt ghoon ad y vrastyl shen,"At the beginning we were holding a class at the Grammar School in Ramsey and we had to pay some money to the warden there...well fair enough, and after a while they closed that class"
juan 10 manx classes,Juan Crellin,as va orrin goll dys boayl erbee elley as hie shin dys thie-oast yn ‘Ree Bretin’ er y çhooylaghyn ayns Rhumsaa as va shen feer vie.,and we had to go somewhere else and we went to the pub ‘The Welsh King’ on the promenade in Ramsey and that was very good.
juan 10 manx classes,Juan Crellin,As va shin ooilley nyn soie mygeayrt boayrd as beggan dy yough ain as feer vie...as Y Ghaelg ny smoo flaaoil lurg yn vrastyl na ec y toshiaght whooinney. Nagh row?,And we were all sitting around a table and had a little drink and it was very good...and the Manx was more fluent after the class than at the beginning yessir. Wasn’t it?
juan 10 manx classes,Juan Crellin,Foddee,Perhaps
juan 10 manx classes,Juan Crellin,Un cheayrt va shin loayrt ass y Ghaelg ayns shen as haink y ven as ny smoo jough ayn as v’ee geaishtagh rish yn Ghaelg as dooyrt ee ‘are you ones of the trawlers?’,One time we were speaking in Manx there and this woman came along with more drink and she was listening to the Manx and she said ‘are you ones of the trawlers?’
juan 10 manx classes,Juan Crellin,"As dreggyr shin, cha nel shin er chor erbee, ta shin jus nyn Manninee as dooyrt shin dy row shin ass yn Loghlyn, boayl erbee elley myr shen","And we replied, not at all, we are just Manxmen and we said that we were from Norway, or some other place like that."
juan 10 manx classes,Juan Crellin,Va ram sleih smooinaghtyn myr shen,A lot of people thought like that
Juan 11 thie ny gaelgey,Juan Crellin,As ec y traa shen va shin ooilley gra ta feme ain er boayl erbee dy ynsagh Gaelg as dy reayll lioaryn as dagh ooilley nhee myr shen,And at that time we were all saying that we needed a place to learn Manx and to keep books and everything like that
Juan 11 thie ny gaelgey,Juan Crellin,as va shin ooilley jeeaghyn mygeayrt nyn mooin er boayl elley as traa...Sheshaght Ynsee faagail y thie shoh dooyrt mee rhym pene ‘nish ta caa ain’,and we were all looking around us for another place and when the Education Society left this house I said to myself ‘now this is our opportunity’
Juan 11 thie ny gaelgey,Juan Crellin,as va shin loayrt trooid yn leighder ayms dys y Voayrd Ynsee mychione kionnaghey y voayl shoh da’n çhengey as cha row ad lane arryltagh ec y toshiaght,and we were speaking through my lawyer to the Education Board about buying this place for the language and they were not really willing at the beginning
Juan 11 thie ny gaelgey,Juan Crellin,"as v’ad ooilley gra, well lhisagh y boayl shoh ve kiart dy liooar da ram sheshaghtyn elley as dreggyr mee... cha nhegin...ta shin shirrey er y voayl shoh da’n çhengey","and they were all saying, well, this place should be good enough for many other organisations and I answered...not at all...we are seeking this place for the language"
Juan 11 thie ny gaelgey,Juan Crellin,as kied dooin da cur kied da sleih elley ...sheshaghyn elley... dy reayll ymmyd jeh er nyn sonsyn.,and permission for us to give permission to other people...other organisations...to make use of it for them.
Juan 11 thie ny gaelgey,Juan Crellin,Ec y jerrey lurg kiare bleeaney... ren ad... row(?) ad arryltagh dy yannoo ooilley shen as ren ad cur kied dooin dy yannoo ymmyd jeh as fo vaayl,"At the end, after four years...they did... they were willing to do all that and they gave us permission to use it under lease"
Juan 11 thie ny gaelgey,Juan Crellin,"as va’n maayl feer injil as v’eh orrin ooilley dy reayll rick er y troggal shoh, dy reaghey ooilley ny h-uinniagyn as reddyn myr shen.","and the rent was very low and we all had to keep an eye on this building, to arrange all the windows and things like that."
Juan 11 thie ny gaelgey,Juan Crellin,Ec yn toshiaght v’eh orrin dy aa-yannoo ooilley ny h-uinniagyn shoh as ta shen fuinneg noa....fuinneoig ta ny Yernee gra.,At the beginning we had to replace all these windows and that one is a new window... ‘fuinneoig’ the Irish say.
Juan 11 thie ny gaelgey,Juan Crellin,As va argid yn lane boirey...agh va sheshaght goll er enmyssit ‘yn çhengey vio’ as ta shen son çhymsaghey argid er son yn çhengey,And the money was a big worry...but there was an organisation called ‘yn çhengey vio’ (the living language) that was to raise money for the language
Juan 11 thie ny gaelgey,Juan Crellin,as va shin jannoo kiart dy liooar lesh y voayl shoh ec y toshiaght as va mish my wardoon ec y çheshaght as va mee abyl dy reayll rick er voish y thie ayms,and we were doing well enough with this place at the beginning and I was warden of the organisation and I was able to keep an eye on it from my house
Juan 11 thie ny gaelgey,Juan Crellin,as va ram lioaryn goll er creck dys boayl erbee sy theihll shoh wass whooinney as ram obbyr ayms dy-yannoo as va shin jannoo ram obbyr reaghey dagh ooilley nhee,"and there were many books being sold to anywhere in this world yessir, and there was a lot of work for me to do and we were doing a lot of work arranging everything"
Juan 11 thie ny gaelgey,Juan Crellin,"As va shin shirrey er argid dy chur lectraghys ayn noa-emshyragh, as ny çhiasseyderyn ayn er yn oyr dy row shenn chuirrey ayn","And we were looking for money to put in modern electricity, and the heaters, because there was an old boiler there"
Juan 11 thie ny gaelgey,Juan Crellin,"as ec y toshiaght, va geayll ayn dy yannoo ymmyd jeh son yn çhiass as haink eh dy ve .....as va jannoo ymmyd jeh ooill","and at the start, there was coal to use for the heat and it came to be...and then they were using oil"
Juan 11 thie ny gaelgey,Juan Crellin,as va shen yn stoo v’ad jannoo ymmyd jeh tra va mish freayll rick er as va seck mooar ayn fer jeh ny shamyrn ayns shen.,and those were the things they were using when I was keeping watch and there was a big sack in one of the rooms there.
Juan 11 thie ny gaelgey,Juan Crellin,As va shin jannoo ymmyd jeh ooilley yn argid voish ‘yn çhengey vio’ dy eeck son ny çhiasseyderyn shoh as ooilley yn lectraghys,And we were using all the money from ‘yn çhengey vio’ to pay for these heaters and all the electricity
Juan 11 thie ny gaelgey,Juan Crellin,as va ny shenn coirraghyn ayns stayd agglagh as dooyrt ad ta feme erriu er dagh ooilley nhee jeant as y noa,and the old boilers were in a terrible state and they said that you need to have everything replaced and made new.
juan 12 donnag,Juan Crellin,"Ta dagh ooilley nhee reaghit nish as ta wardoon ayns y Donnag as ta’n ennym echey ec y traa t’ayn Lee Quaggin as y ven echey Angela...ben feer vie... as yn oikan oc ‘oinkan’ t’ad gra er y jiass, nagh vel, oikan oc enmyssit Calum as t’eh bunnys daa ny tree bleeaney d’eash.","Everything is arranged now and there is a warden at the Donnag and he is called, at the moment, Lee Quaggin, and his wife Angela...a very nice woman...and their child ‘child’ they say in the south, don’t they? A child called Calum and he is nearly two or three years old."
juan 12 donnag,Juan Crellin,Quoi s’lesh yn Donnag ansherbee?,Who owns the Donnag anyway?
juan 12 donnag,Juan Crellin,"Well, va shen lesh yn lught ayms yn Donnag as keayrt dy row v’eh thie-thooit as v’eh sorçh dy thie-oast... as va’n çhenn ennym er ‘The Brown Cow’ thie-oast.","Well, that was my family’s, the Donnag, and once it was a thatched house and sort of an inn...and the old name on it was ‘The Brown Cow’ Inn."
juan 12 donnag,Juan Crellin,"As va ram sleih goll mygeayrt as shooyl ec y traa shen...shen tammylt er dy henney nish...as tra va frassyn ayn v’eh orroo dy chronkal er y dorrys dy gheddyn boayl dy lhie ayns lout ennagh fo clea as va jough ayn, lhune, cha row monney dy ushtey goll er bunnys ooilley jough","And there were a lot of people going about and walking at that time...that’s a long time ago now...and when it rained they had to knock on the door to get somewhere to lie down in some loft under the roof, and there was drink available, indeed there wasn’t much water going, almost all drink"
juan 12 donnag,Juan Crellin,as shen yn oyr dy vel ee thie-oast v’ayn as haink dooinney dy veaghey ayns shen as v’eh dooinney sheelt eh as dooyrt eh cha nel mee coontey monney jeh yn Brown Cow ec kione my dooyrt eh as v’eh slaa dagh ooilley nhee lesh yeeal,"and that’s the reason it was an inn and a man came to live there and he was a sober man and he said ‘I don’t think much of the Brown Cow at all’ he said, and he was painting everything with lead"
juan 12 donnag,Juan Crellin,"as v’eh dollit dy bollagh agh tra haink frassyn fliaghey whooinney va ooilley ny focklyn shoh ry-akin trooid y yeeayl, Brown Cow’ as va sleih goll shaghey jannoo spotçhyn as cha row yn dooinney sheelt coontey monney jeh shen","and it was all blotted out completely but when a shower of rain came, yessir, all these words could be seen through the lead, ‘Brown Cow’, and people passing by were making jokes, and the sober man wasn’t thinking much of that"
juan 12 donnag,Juan Crellin,as dooyrt eh shegin dou geddyn rick orroo as va screebeyr echey as va ooilley yn yeeal screebit voish kione y thie as The Brown Cow bollit dy bollagh as va shen kiart dy liooar,"and he said ‘I must sort them out’ and he had a scraper and he scraped all the lead from the top of the house and The Brown Cow was completely erased, and that was good enough."
juan 12 donnag,Juan Crellin,As va dooinney elley ayn as e ven ayn as va’n dooinney shoh enmyssit....çhellvaney mayrt ec tree er y chlag sy voghree whooinney,"And there was another man there and his wife there and this man was called...I’ll telephone you at three o’clock in the morning, yessir"
juan 12 donnag,Juan Crellin,Va dooinney shoh gobbraghey er ny mwyllin bree va goll mygeayrt er y çheer bwoailley corkey as lheid my shen as yn ven echey feer choar,"This man was working on the steam mills that went around the countryside threshing corn and such, and his wife was very kind"
juan 12 donnag,Juan Crellin,as v’ee jannoo awree as reddyn myr shen da ny paitçhyn ayns y scoill as v’ad geddyn jough jeh awree çheh as broit çheh ayns.. ny emshyryn keoie as feayr,and she was making soup and things like that for the children in the school and they were getting a drink of hot soup and hot broth in wild and cold weather
juan 12 donnag,Juan Crellin,as v’ee jannoo feer vie myr shen cooney lesh ny paitçhyn as v’ee creck kianglagh ny braaghyn va goll er ec y traa shen as v’ee kionnaghey thombaaghey dauesyn va jannoo jough,and she was doing very well thus helping the children and she was selling shoe laces that were going at that time and she was buying tobacco for those who made drink
juan 12 donnag,Juan Crellin,as va ram jeu ayn as v’ee jannoo obbyr myr shen as fy-yerrey hoal haink yn dooinney as ben elley ayns shen as v’ad jus beaghey ayns shid,and there were many of them and she was doing work like that and at long last a man and another woman came there and they were just living there
juan 12 donnag,Juan Crellin,as haink yn eash dy ve orroo as v’ad ro-henn dy reayll rick er y thie as dy veaghey ayns shen as hie ad magh dys Rhumsaa dys boayl er-lheh,and old age came upon them and they were too old to keep an eye on the house and to live there and they went out to Ramsey to a special place
juan 12 donnag,Juan Crellin,ayn raad v’ad cur rick orroo as va’n thie shen follym as v’eh follym ec bunnys yn traa cheddin as chossyn yn Çheshaght Ghailckagh yn thie shoh,where they would be looked after and that house was empty and it was empty at about the same time as the Manx Society acquired this house
juan 12 donnag,Juan Crellin,"as dooyrt mee... bee shen thie, boayl yindyssagh da wardoon as va mee shirrey er dooinney son wardoon dy reayll rick er y thie","and I said...this will be a house, a wonderful place for a warden, and I was looking for a man as a warden to keep an eye on the house"
juan 12 donnag,Juan Crellin,as ec y traa shen hooar ben Leslie Cuirk baase as va Leslie lane trimshagh as v’eh beaghey ayns thie beg dy lheh ayns shen ayns Purt Çhiarn,and at that time Leslie Quirk’s wife died and Leslie was very downcast and he was living in a small special house there in Port Erin
juan 12 donnag,Juan Crellin,"as hellvane mee er Leslie as dooyrt me eshyn ‘S’treih lhiam clashtyn mychione baase dy ven Leslie, agh by vie lhiat beggan dy obbyr dy yannoo?’","and I telephoned Leslie and I said to him ‘I’m sorry to hear about your wife’s death, Leslie, but would you like a little work to do?’"
juan 12 donnag,Juan Crellin,"as dreggyr eh, ‘cre yn sorch dy obbyr’, bit beg croutagh, as dooyrt mee ‘ta mee shirrey er dooinney dy veaghey ayns y thie shoh dy reayll rick er Thie ny Gaelgey ry-hoi ny Manninee’","and he replied, ‘what sort of work?’ a little crafty, and I said, ‘I’m looking for a man to live in this house to keep watch over Thie ny Gaelgey for the Manx people’"
juan 12 donnag,Juan Crellin,"as dreggyr eh, ‘by vie lhiam yn obbyr shen, ta mee lane trimshagh ayns shoh as beg dy yannoo by vie lhiam yn obbyr shoh’, as haink eh er y twoaie as v’eh yn chied wardoon ainyn","and he replied, ‘I would like that work, I’m very sad here and have little to do, I would like that job’, and he came to the north and he was our first warden."
juan 13 leslie quirk,Juan Crellin,As lane graihagh er yn obbyr agh v’eh...cha row eh mie ynsit er yiarn roit...cast iron...as v’eh,And we really loved the work but he was...he wasn’t well taught in handling cast iron...and he was
juan 13 leslie quirk,Juan Crellin,dooinney mie lesh oard as va mee cur beggan dy obbyr echey dy yannoo bentyn rish yiarn roit as,a good man with a hammer and I was giving him a little work to do involving cast iron and
juan 13 leslie quirk,Juan Crellin,v’eh son brishey dagh ooilley nhee as ny yei as ooilley v’eh feer choar as kenjal as ren eh e chooid shoh,he was breaking everything but despite it all he was very decent and kind and he did his best
juan 13 leslie quirk,Juan Crellin,"as v’eh feer vie as yn chied wardoon ec y traa shen as v’eh cooney yindyssagh dooys as dy row ben ayn freayll rick er yn ammyr ayns shen, freayll rick er ny blaaghyn ...yn stoo gaase ayns shen","and he was very good and the first warden at that time and he was a wonderful help to me and if there was a woman there keeping an eye on the riverbed there, keeping an eye on the flowers...the things growing there"
juan 13 leslie quirk,Juan Crellin,"yinnagh Leslie çheet magh as pot çheh echey as cappan dy hea as bainney, shugyr as cur stoo myr shen jee eer da my ven hene...","Leslie would come out with a hot pot and a cup of tea and milk, sugar and give such things to her even to my own wife..."
juan 13 leslie quirk,Juan Crellin,"v’eh braew coar as kenjal myr shen as dy row dooinney ayn shoh, lectreyr jannoo beggan dy obbyr as dooinney gobbraghey er ny piobyn","he was very decent and kind like that and if there was a man here, an electrician doing a bit of work and a man working on the pipes"
juan 13 leslie quirk,Juan Crellin,"yinnagh Leslie çheet magh as cappan dy hea goll, v’eh myr shen.","Leslie would come out with a cup of tea going, he was like that."
juan 13 leslie quirk,Juan Crellin,As v’eh jannoo e chooid share dy ghiarey yn faiyr as ec y jerrey va ny lurgaghyn echey bit beg moal v’ad geddyn faase as ny glioonyn echey çheet dy ve faase,"And he was doing his best to cut the grass and at the end his legs were getting a bit slow and weak, and his knees becoming weak"
juan 13 leslie quirk,Juan Crellin,as v’eh orrym dy gheddyn cullee er-lheh as myr shen oddagh eh soie sheese er as giarrey faiyr er,and I had to get a special piece of equipment so he could sit down on it and cut the grass
juan 13 leslie quirk,Juan Crellin,as v’eh graihagh erskyn towse er yn obbyr shoh as v’eh giarrey yn aiyr bunnys cho mennick as oddagh eh shen y yannoo,and he was extremely fond of this work and he was cutting the grass nearly as often as he could do so
juan 13 leslie quirk,Juan Crellin,v’eh graihagh er yn obbyr as ec y jerrey v’eh çheet dy ve ro çhing eer dy yannoo yn obbyr shen as v’ersyn dy gholl erash dys Southlands,he loved the work and at the end he was becoming too ill even to do that work and he had to go back to Southlands
juan 13 leslie quirk,Juan Crellin,raad hooar eh baase er-lhiam pene ec y jerrey. Hie mee gys yn oanluckey echey as va mee lane trimshagh dy yeeaghyn er baase Leslie,where he died I think at the end. I went to his funeral and I was very sad to see Leslie’s death
juan 13 leslie quirk,Juan Crellin,as va ram sleih elley myr shen.,and there were many people like that.
