Filename,Speaker,Manx,English
DQ_01.wav,,As cre'n sorch obbyr va'n jishag as ooilley yn lught thie echey jannoo ayns y phurt?,And what sort of work did your father and all his family do in the Port?
DQ_01.wav,,"Well va my yishag ny daahder ooilley e vea. Va eshyn ec mooir 'sy nah caggey, va shen ooilley, agh va eshyn ny daahder ooilley e vea.","Well my father was a painter all his life. He was at sea in the second war, that was all, but he was a painter all his life."
DQ_01.wav,,"Agh va my yishag vooar, va sorch dy obbyr quaagh ec y dooinney shen, v'eh jannoo queeylyn ass fuygh. As e ayr neesht, as e ayr, son sheeloghyn as sheeloghyn.","But my grandfather, he did a strange sort of work, he made wheels from wood. And his father too, and his father, for generations and generations."
DQ_01.wav,,Ec keayrtyn ta mee smooinaghtyn foddee haink yn ennym ain veih'n keird shen – wheeyllyn.,Sometimes I think perhaps our name came from that trade – wheels.
DQ_01.wav,,Shen eh. Cha s'aym's.,That's it. I don't know.
DQ_01.wav,,Foddee. Va ooilley ny shenn Vanninee gra 'Wheeyllyn'.,Perhaps. All the old Manx people said 'Wheeyllyn'.
DQ_01.wav,,Gyn dooyt erbee.,No doubt.
DQ_01.wav,,"Cha row ad gra Quillin, v'ad gra Wheeyllyn. Well ta shen, myr ta fys eu, ta shen yn plural jeh queeyl, nagh vel?","They didn't say Quillin, they said Wheeyllyn. Well that's, as you know, that's the plural of wheel, isn't it?"
DQ_01.wav,,"Foddee dy re Willie the Wheels, cha nel mee shickyr, my jishag wooar.","Perhaps he was 'Willie the Wheels', I'm not sure, my grandfather."
DQ_01.wav,,Foddee. Foddee dy vel oo kiart.,Maybe. Maybe you're right.
DQ_01.wav,,"Ta mee er chlashtyn ram eie mychione yn ennym. Ta kuse dy leih gra dy vel Quillin ass y Yernish holly, as kiart dy liooar va'n cowrey jeh'n lught thie ain va shen yn cullyn. Ta sleih elley gra she MacMillan. Cha nel mee shickyr. Myr dooyrt Doolish y Karagher, t'eh caillt.","I've heard lots of notions about the name. Some say Quillin is from the Irish 'holly', and rightly our family symbol was the holly. Others say it's MacMillan. I'm not sure. As Douglas Faragher said, it's lost."
DQ_01.wav,,Gyn dooyt erbee. C'raad va shiu ooilley cummal 'sy phurt?,No doubt. Where did you all live in the port?
DQ_01.wav,,"Va my jishag vooar as my ayr cummal ec y phurt eh hene, as va nyn thie creckit kuse dy vleeantyn er dy henney. Er lhiam's dy vel dooinney ass Yorkshire cummal ayn nish.","My grandfather and my father lived in the port itself, and our house was sold a few years ago. I think a man from Yorkshire lives in it now."
DQ_01.wav,,"My daink my jishag vooar erash as crankal er y dorrys as haink dooinney ass Yorkshire gys yn dorrys bee eshyn gra, 'Quoi ta shiuish, ghooinney? C'red t'ou jannoo ayns my hie?'","If my grandfather came back and knocked on the door and a man from Yorkshire came to the door he would say, 'Who are you, man? What are you doing in my house?'"
DQ_01.wav,,Bee enney eu er y thie. Raad va Allan cummal son bleeantyn.,You'll know the house. Where Allan lived for years.
DQ_01.wav,,"Va three thieyn obbree noi yn thie. Er yn kied 'er va gaaue gobbraghey, as er y nah 'er va my jishag vooar jannoo e wheeyllyn, as er yn trass er, er yn laare syrjey, va dooinney enmyssit Willy Clucas, va eshyn jannoo shiaullyn, whaaley shiaullyn ayns shen. Willie Clucas.","There were three workshops next to our house. In the first one a blacksmith worked, in the second one my grandfather made his wheels, and in the third one, on the upper floor, a man called Willie Clucas made sails."
DQ_01.wav,,Va'n thie shen creckit kuse dy vleeantyn er dy henney nish ansherbee.,That house was sold a few years ago now anyway.
DQ_01.wav,,"Aye, kuse dy vleeantyn. Agh v'eh ayns drogh stayd, ghooinney. V'eh agglagh, ghooinney. Va'n thie eh hene kiart dy liooar agh va ooilley ny thie obbree, v'ad ooilley ayns drogh stayd. Towllyn ayns yn laareyn as ooilley myr shen. V'eh agglagh. V'eh ayns feme jeh argid.","Aye, a few years ago. But it was in a bad state, man. It was awful, man. The house itself was alright but all the workshops were in bad condition. Holes in the floors and all that. It was awful. It needed money."
DQ_01.wav,,T'eh creckit nish ansherbee. T'eh ersooyl veih'n lught thie nish.,It's sold now anyway. It's left our family now.
DQ_01.wav,,As ren oo goll dy scoill ec scoill Rushen?,And did you go to school at Rushen school?
DQ_01.wav,,Scoill Rushen. Bleeantyn er dy henney nish. Daa as three feed bleeantyn er y henney.,Rushen School. Years ago now. Sixty two years ago.
DQ_01.wav,,As ren oo goll ersooyl gys Lerphoyl son traenal as yn lhied son goll er yn cheayn?,"And did you go to Liverpool for training and the like, for going to sea?"
DQ_01.wav,,"Tra va mee shey jeig hie mee gys Lerphoyl as va mee shiaull ersooyl marish yn Co-lught Harrison, as hie mee gys Lunnin lurg shen as va mee ersooyl gy mooir marish yn Colught yn Rollage Gorrym. As va ram deiney ayns yn colught shen as Gallic oc. Keeadyn jeu. Ooilley ass ny hEllanyn. Va mee geddyn greim er fockle ny ghaa jeh'n Gallic tra va mish ayns Colught yn Rollage Gorrym.","When I was sixteen I went to Liverpool and I sailed away with the Harrison Line, and I went to London, and after that I was away at sea with the Blue Star Line. And there were lots of men who spoke Gallic. Hundreds of them. All from the Islands. I learned a word or two of Gallic when I was in the Blue Star Line."
DQ_01.wav,,As row shen greinnaghey uss gynsaghey beggan Gaelg tra v'ou clashtyn yn Gallic goll er loayrt? Row Gaelg ayd ec yn traa shen?,And did that encourage you to learn a bit of Manx when you heard Gallic being spoken? Did you know any Manx at that time?
DQ_01.wav,,"Well va paart dy Ghaelg aym ec y traa t'ayn. Va mee goaill lioaryn marym tra va mish ersooyl, lhied jeh'n Kied Lessoonyn screeuit ec Goodwin as stoo myr shen. As dooyrt Doolish y Karagher, 'Ta shiuish ny dooiney ynrican ayns y theihll ta gynsaghey yn Ghaelg ayns y China' dooyrt eh, 'As ta mish yn dooinney ynrican ayns yn theihll oddagh loayrt Swahili as Gaelg Vanninagh' Shen myr dooyrt Doolish y Karagher.","Well I knew some Manx at that time. I took books with me when I was away, like the First Lessons written by Goodwin and things like that. And Douglas Faragher said, 'You're the only man in the world who is learning Manx in China' he said, 'And I'm the only man in the World who can speak Swahili and Manx Gaelic' That's what Douglas Faragher said."
DQ_01.wav,,Shen eh. Vel oo cooinaghtyn Doolish y Karagher dy mie?,That's it. Do you remember Douglas Faragher well?
DQ_01.wav,,Cre shen?,What's that?
DQ_01.wav,,Vel oo foast cooinaghtyn yn dooinney hene?,Do you still remember the man himself?
DQ_01.wav,,"Oh, dy jarroo. Tra va mish ersooyl ec mooir va mee screeu rish yn dooinney shen, as va eshyn gra, 'Tra ta shiuish ayns yn Ellan hig gys my hie as gynsaghey beggan tooilley Gaelg' Va eshyn slane goit ec yn Ghaelg, ghooinney. As s'bastagh dy dooar yn dooinney baase tra v'eh, well cha row eh ro henn ansherbee.","Oh, indeed. When I was away at sea I used to write to him, and he said, 'When you're on the Island come to my house and learn a bit more Manx.' He was completely fascinated by Manx, man. And it's a shame that he died when, well he wasn't that old anyway."
DQ_01.wav,,"Aye, s'bastagh nagh vel eh ayn yn laa t'ayn jiu son fakin ooilley'n sleih loayrt.","Aye, it's a shame that he isn't here today to see all the people speaking Manx."
DQ_01.wav,,Veagh shen jannoo foays da e chree. Bee shickyr dy shen.,That would have gladdened his heart. Be sure of that.
DQ_01.wav,,As t'ou cooinaghtyn Ned Maddrell.,And you remember Ned Maddrell.
DQ_01.wav,,"Va mee currit gys e thie dy jannoo coloayrtys marish yn dooinney shen agh va mee ro faitagh. Va mee boirit nagh veagh Gaelg dy liooar aym's dy loayrt rish lhied yn. . . Cha jagh mee gys y thing. Nish ta mee gra mee hene, 'Ta shen caa caillt, er lhiam' Agh va mee ro faitagh dy jannoo shen. Va enney mie er yn dooinney agh va mee ro faitagh dy goll gys e hie dy jannoo coloayrtys marish yn ard ghooinney eh hene.","I was sent to his house to talk to him but I was too shy. I was worried that I wouldn't know enough Manx to speak to the like... I didn't go to the thing. Now I say to myself, 'That's a chance lost, I think' But I was too shy to do that. I was well acquainted with the man but I was too shy to go to his house and make conversation with the great man himself."
DQ_01.wav,,Quoi elley va gynsaghey Gaelg tra v'ou gynsaghey ee?,Who else was leaning Manx when you were learning it?
DQ_01.wav,,"Well, tra va mish aeg, mysh shey jeig bleeantyn dy eash, va dooinney cummal ayns yn Straid Eayl ayns Purt le Moirrey ayns thie enmyssit Valley Veg.","Well, when I was young, about sixteen years old, there was a man living in Lime Street in Port St. Mary in a house called Valla Veg."
DQ_01.wav,,Oh yeah. Shione d'ou yn thie shen.,Oh yeah. I know that house.
DQ_01.wav,,"Va dooinney cummal ayns shoh enmyssit Walter Kodhere v'ad gra Walter Jane Ann- Cha nel, Walter Annie Jane Ann son far ennym rish yn dooinney shen. As va eshyn lhome lane dy Ghaelg, as v'eh dy kinjagh fockley magh padjer y Çhiarn er my hon ayns y Gaelg. As v'eh gynsaghey focklyn d'ou. As va blass feer feer lajer ec yn dooinney shen. Walter. Walter Annie Jane Ann. Er lhiam's dy row Annie Jane Ann e warree as va ish ben insee ec yn scoill Rushen ayns shoh. Annie Watterson, er lhiam's. Shen e warree er lhiam's. Agh va eshyn lhome lane dy Ghaelg. As va daa huyr ec yn dooinney shen. Va fer. . .enmyssit Olive, as shuyr elley, t'eh jarroodit aym yn ennym v'urree nish, agh va Gaelg ec y neesht jeu. V'ad fuirraght faggys da'n thie oast yn Baie ayns shen, er Primrose Terrace ayns shen. Va Gaelg dy liooar ec y neesht jeu. As va my ayr goll gys yn thie dy jannoo beggan dy daah ayns yn thie, as va my ayr çheet dy valley as v'eh gra rhym's ram focklyn ass y Gaelg ren eh gynsaghey ayns yn thie tra v'ad loayrt.","There was a man living there called Walter Watterson who they called Walter Jane Ann- no, Walter Annie Jane Ann as a nickname. And he was full of Manx, and he would always recite the Lord's prayer for me in Manx. And he taught me words. And his accent was very very strong. Walter. Walter Annie Jane Ann. I think Annie Jane Ann was his grandmother, who was a teacher at Rushen school here. Annie Watterson, I think. That was his grandmother, I think. But he was full of Manx. And he had two sisters. There was one...called Olive, and another sister, I've forgotten what her name was now, but they both knew Manx. They lived near to the Bay pub there, on Primrose Terrace there. They both spoke plenty of Manx. And my father went to the house to do a bit of painting in the house, and my father came home and told me lots of words in Manx that he had learned in the house when they were talking."
DQ_02.wav,,As ren oo goll dys brastyllyn marish Doolish y Karagher?,And did you go to classes with Douglas Faragher?
DQ_02.wav,,"Hie mee gys yn brastyl Ritchie son daa vleeaney, er lhiam's, ayns Balley Cashtal. Va shen yn kied vrastyl va mee ayn. Eisht hie mee gys yn brastyl Doolish y Karagher ayns Doolish son un vlein, er lhiam's. Va Derek Phillips ayn ayns y vrastyl cheddin ec y traa t'ayn, as kuse dy leih elley, Stewie Bennett as sleih myr shen. V'eh feer ymmydoil goll gys y vrastyl.","I went to Ritchie's class for two years, I think, in Castletown. That was the first class I was in. Then I went to Douglas Faragher's class for a year, I think. Derek Phillips was in the same class at that time, and a few other people. Stewie Bennett and people like that. It was very useful going to the class."
DQ_02.wav,,"Cha bee shiu geddyn greim er y choloayrtys mannagh vel shiu goll gys yn- t'ou slane caillt my row shiu lhaih eh, lhig dooin gra, yn Bible Casherick. T'eh feer doillee geddyn yn aght dy ockley magh eh, my t'ou laccal. Cha nel eh jannoo eh.","You won't get a hang of conversation if you don't go to- you're completely lost if you read, let's say, the Holy Bible. It's very difficult to get how to pronounce it, if you like. It doesn't do it."
DQ_02.wav,,As ta ram Gallic ayd nish.,And you know a lot of Gallic now.
DQ_02.wav,,Well tha facal na dha agam.,"Well, 'I know a word or two'"
DQ_02.wav,,So t'ou goll gys Ellan Barra feer vennick. Vel oo goll er yn vaatey ayd?,So you go to Barra often. Do you go in your boat?
DQ_02.wav,,"Cha nel. Er yn etlan, ghooinney.","No. On the plane, man."
DQ_02.wav,,"T'eh ro foddey dy gholl er y vaatey. S'cooin lhiam yn kied turrys, mysh jeih bleeaney er dy henney. Va mish loayrt marish carrey dooys, dooinney enmyssit Raghnall Campbell, as va shinyn cheu mooie jeh ny booaghyn, as va thie bee noa goll er karraghey heese yn traid, as haink ven magh ass yn shapp as dooyrt y ven rish my charrey, 'Bheil e fosgailte fhathast?' As va mee smooinaghtyn d'ou hene, dooyrt y ven, 'Vel eh foshlit foast? Is it open yet?'","It's too far to go in the boat. I remember the first trip, about ten years ago. I was talking to a friend of mine, a man called Ronald Campbell, and we were outside of the cows, and there was a new restaurant being renovated down the road, and a woman came out of the shop and the woman said to my friend, 'Bheil e fosgailte fhathast?' And I thought to myself, the woman said, 'Is it open yet?'"
DQ_02.wav,,"As dooyrt mee, 'Ta mee toiggal yn glare shoh, gyn ourys' 'Bheil e fosgailte fhathast?' dooyrt ish. As dooyrt mee rish my charrey, 'Dooyrt ish ""is it open yet?"" ?' 'Tha thu ceart. Tha thu ag ionnsachadh. You're learning' T'ee yn un red. T'ad gra thàinig - haink. Chì mi thu. As ooilley ny earrooyn, ooilley ny verbyn, dagh ooilley red, t'ad ooilley yn un red, agh t'ad fockley magh eh ayns aght beggan quaagh. My row shiu geddyn cliaghtit rish t'eh aashagh dy liooar dy toiggal eh.","And I said, 'I understand this language, without doubt' 'Is it open yet?' she said. And I said to my friend, 'Did she say ""is it open yet?""?' 'You're right. You're learning.' It's the same thing. They say thàinig – 'haink' [came]. Chì mi thu [see you]. And all the numbers, all the verbs, everything, they're all the same, but they pronounce it in a bit of a strange way. If you get used to it it's easy enough to understand it."
DQ_02.wav,,"Agh t'adsyn loayrt Gallic feiy'n laa gagh laa. Agh v'adsyn gra dy vel eh goll sheese y lhargagh ec y traa t'ayn, as dooyrt shenn fer insee ta cummal ayns Barra, dooyrt eshyn rhym's, 'Ta dooinney loayrt Baarle ayns gagh chorneil jeh gagh thie gagh oie' V'eh loayrt mychione yn chelveish. As dooyrt eh, va shenn sleih goit er y Vaarle er yn oyr dy vel ad smooinnaghtyn dy vel eh cool dy ve loayrt ass y Vaarle. Cha nel eh cool dy ve loayrt ass y Ghallic. Shen myr dooyrt yn dooinney shen.","But they speak Gallic all day every day. But they said that it's going downhill at the moment, and an old teacher who lives in Barra, he said to me, 'There's a man speaking English in every corner of every home every night.' He was talking about the television. And he said old people were taken by English because they thought it was cool to be speaking in English. It's not cool to be speaking Gallic. That's what this man said."
DQ_02.wav,,S'bastagh shen. Vel oo son goll dys Barra mleeaney?,That's a shame. Are you going to Barra this year?
DQ_02.wav,,"Aye, ayns mee ny ghaa. Ta mee er ve ayn jeih turrys, er lhiam's.","Aye, in a month or two. I've been on ten trips, I think."
DQ_02.wav,,C'raad t'ou tannaghtyn?,Where do you stay?
DQ_02.wav,,"Well, boayl erbee. Ta mee geddyn bwaane mar is trice. Mar is trice, ta shen Gallic, ghooinney. Mar is trice - 'most often'.","Well, anywhere. I get a cottage mar is trice. Mar is trice, that's Gallic, man. Mar is trice – 'most often'."
DQ_02.wav,,Ny s'menkey.,More often.
DQ_02.wav,,"Ta mee geddyn caillt, ny keayrtyn, eddyr y ghlare Vanninagh as y Ghallic.","I get lost, sometimes, between the Manx language and Gallic."
DQ_02.wav,,"Foddym toiggal shen. T'eh beggan doillee, nagh vel? Feer vie. Cre nee oo 'sy tourey ansherbee? Vel oo son jannoo veg? Well, goll dys Barra.","I can understand that. It's a bit difficult, isn't it? Very good. What are you doing in the summer anyway? Are you doing anything? Well, going to Barra."
DQ_02.wav,,"Aye, as goll gys y Rank dy chur shilley er my inneen. T'ee ayns yn ard scoill ayns shen. T'ee jannoo studeyrys er Frangish, as delladys. Delladys, t'ad gra rish.","Aye, and going to France to visit my daughter. She's at university there. She's studying French and business, I think. Business, they call it."
DQ_02.wav,,C'raad sy Rank?,Where in France?
DQ_02.wav,,"Leon, er lhiam's t'ee ayn. Eisht sy fouyr er lhiam's dy vel ee goll gys Bordeaux son jannoo startey son blein, agh lurg shen t'ee jannoo yn blein sy jerrey ec ard scoill ayns Chester, eisht foddee dy bee degree ecksh.","Leon, I think she's in. Then in the autumn I think that she's going to Bordeaux to work for a year, but after that she's doing the final year at university in Chester, then maybe she'll have a degree."
DQ_02.wav,,As c'red t'ee geearree- laccal jannoo lurg shen?,And what does she want to do after that?
DQ_02.wav,,Cha nel ish smooinaghtyn mychione y lhied shen. T'ee just smooinaghtyn mychione goll magh er yn oie ec y traa t'ayn.,She's not thinking about that type of thing. She's just thinking about going out at night at the moment.
DQ_02.wav,,Cre'n fa nagh.,Why not.
DQ_02.wav,,"T'ee jannoo delladys as t'ee jannoo Frangish. Ta mish er gra, 'Bee startey mie ayd's ayns Ellan Vannin' 'Oh, cha nel. Beeym goll ooilley mygeayrt y theihll' dooyrt ee. Hee shin.","She's doing business and she's doing French. I've said, 'There'll be a good job on the Isle of Man' 'Oh, no. I'll be going all round the world' she said. We will see."
DQ_03.wav,,As cre mychione dty vac? Vel eh gobbraghey mayrt er y vaatey?,And what about your son? Is he working with you on the boat?
DQ_03.wav,,Er y vaatey. T'eh er ve er y vaatey three bleeaney nish. T'eh jannoo dy mie. Dooinney lajer. Dooinney braew t'eh. As tra ta mish my haaue s'treisht lhiam bee eshyn goll magh ayns y vaatey eh hene. S'treisht lhiam.,"On the boat. He's been on the boat three years now. He's doing well. Strong fella. Fine fella, he is. And when I'm retired I hope he'll go out on the boat himself. I hope."
DQ_03.wav,,"As bee obbyr ry gheddyn er y cheayn 'sy traa ry heet, t'ou smooinaghtyn?","And will there be work on the sea in the future, do you think?"
DQ_03.wav,,"Er lhiam. Bee dy kinjagh reddyn 'sy keayn. Er lhiam's. T'ou lhaih, mennick dy liooar, ayns y pabyryn niaght mychione. T'ad gra dy vel ooilley ny mooiryn er n'gheddyn baase as stoo myr shen. Cha nel shen kiart. Ta cho monney cretooryn ayns y cheayn myr va rieau, er lhiam's. Ny keayrtyn ta millioonyn jeu.","I think so. There will always be things in the sea. I think. You read, quite often, in the newspapers about it. They say that all the seas have died and things like that. It's not right. There's as many creatures in the sea as there ever was, I think. Sometimes millions of them."
DQ_03.wav,,"Vel? Vel oo- Gow er, ghooinney.","Is there? Do you—Go on, man."
DQ_03.wav,,Vel oo rieau goll er y cholloo er chor erbee?,Do you ever go to the Calf at all?
DQ_03.wav,,"Ny keaytyn. Tra ta lane tidey ayn ta shin goll stiagh ayns yn Purt y Jiass ny keayrtyn as shooyl mygeayrt son lhieh oor as ersooyl lhien. Son sorch dy, cha nel laaghyn seyrey, but lieh oor dy aash, my t'ou laccal.","Sometimes. When it's high tide we go into South Harbour sometimes and walk about for half an hour and then away. For a sort of, not holiday, but half an hour of rest, if you like."
DQ_03.wav,,As vel monney sleih goll er yn eeastagh son gimmee ec yn traa t'ayn?,And are there many people fishing for lobsters at the moment?
DQ_03.wav,,"Oh, ram jeu.","Oh, lots of them."
DQ_03.wav,,"Rour, foddee?","Too many, perhaps?"
DQ_03.wav,,"Well, foddee rouyr. Agh ooilley mygeayrt yn ellan nish t'ad ooilley goll gys yn eeastaght. Agh ta kuse jeu jannoo dy mie, as fir elley, well, tuittym, cheu yn raad, my t'ou laccal. Ta kuse jeu jannoo dy mie. She obbyr creoi t'ayn, 'sy yeurey ansherbee.","Well, perhaps too many. But all around the Island now they are all going fishing. But a few of them are doing well, and others, well, falling by the wayside, if you like. A few of them are doing well. It's hard work, in the winter anyway."
DQ_03.wav,,"S'cooin lhiam yn kied geurey va my vac marym er y vaatey. V'eh feer feer feayr, as va mee boirit nagh bee eshyn coontey monney jeh goll ec yn eeastagh. V'eh dy kinjagh gra, 'Daddy, ta mee bunnys riojit' Agh, well, shen yn aght. Shen y bea ec mooir er lhiam, ghooinney.","I remember the first winter my son was with me on the boat. He was very, very cold, and I was worried that he wouldn't think much of going fishing. He was always saying, 'Daddy, I'm almost frozen.' But, well, that's the way. That's the life at sea I think, man."
DQ_03.wav,,"Vel oo beggan danjeyragh goll magh, nish as reesht, er yn cheayn? Vel oo beggan danjeyragh?","Are you a bit dangerous in going out, now and then, on the sea? Are you a bit dangerous?"
DQ_03.wav,,"Cha nel. Ta shin dy kinjagh faggys da ny creggyn. Myr ta fys eu, ta ny gimmee ooilley fuirraght faggys da ny creggyn. Agh ta mee er woalley bunnys dagh ooilley creg ooilley mygeayrt yn Ellan harrish ny bleeantyn, ghooinney.","No. We always stay close to the rocks. As you know, the lobsters all stay close to the rocks. But I've hit almost every rock all around the Island over the years, man."
DQ_03.wav,,Ta mee toiggal shen.,I understand that.
DQ_03.wav,,"Oh, dy jarroo.","Oh, indeed."
DQ_03.wav,,As bee oo goll magh mairagh?,And will you be going out tomorrow?
DQ_03.wav,,"Bee shin. Foddee, well, ta yn tidey beggan neu handy ec y traa t'ayn. Bee eh quieg er y chlag 'sy voghrey, er lhiam's.","We will. Maybe, well, the tide is a bit awkward at the moment. It will be five o'clock in the morning, I think."
DQ_03.wav,,So bee oo er yn cheayn ec quieg er y chlag 'sy voghrey?,So will you be on the sea at five o'clock in the morning?
DQ_03.wav,,"Quieg er y chlag 'sy voghrey. Just lesh yn tidey. Mannagh bee shin jannoo shen bee eh ro anmagh goll ny s'anmey 'syn laa, my t'ou laccal.","Five o'clock in the morning. Just with the tide. If we don't do that it will be too late to go later in the day, if you like."
DQ_03.wav,,As cre'n traa hig oo erash?,What time will you come back?
DQ_03.wav,,"Bee shin erash mysh jeih [sic] er y chlag 'syn astyr, er lhiam.","We will be back about two [the English says two o'clock but the Manx says jeih er y chlag which is 'ten o'clock'; presumably a slip in the English. We'll keep the English as provided] in the evening, I think."
DQ_03.wav,,Shen dy liooar gyn dooyt erbee.,"That's enough, definitely."
DQ_03.wav,,"Well, ta shen dy jarroo. My vees eh feer heh myr v'eh jea ta mee geddyn skee, ghooinney, lesh yn chiass.","Well, it is indeed. If it's very hot like it was today I get tired, man, with the heat."
DQ_03.wav,,Mie lhiat cummal 'sy thie shoh nish? V'ou cummal ayns Purt le Moirrey rish bleeantyn.,Do you like living in this house now? You lived in Port St. Mary for years.
DQ_03.wav,,"Well, s'mie lhiam's Purt le Moirrey agh va ny thieyn ro costallagh er nyn son ayns shen. Va shin cur shilley er thie va dooinney enmyssit Bob Moorhouse cummal ayn ayns Fistard ayns shen. Foddee ta three shamyr cadlee ayn, shen ooilley, as v'eh ayns staid kiart dy liooar, as va mish er y chelvane rish yn dooinney ayns Purt Çhiarn ayns shoh, 'Cre'n prios ta er yn thie ayns Fistard?' as dooyrt eshyn, 'Kiare cheead thousane dy lieh' er lhiam's. Son yn thie y lhied myr shen. Four hundred and fifty thousand.","Well, I like Port St. Mary but the houses were too expensive for us there. We looked at a house that a man called Bob Moorhouse lived in in Fistard. There were probably three bedrooms, that's all, and it was in a good enough state, and I was on the telephone to the man in Port Erin here, 'What price is the house in Fistard?' and he said, 'Four hundred and fifty thousand pounds' I think. For a house like that. Four hundred and fifty thousand."
DQ_03.wav,,"Dooyrt mee rish my ven, 'Cha bee shin kionnaghey thie elley ayns Purt le Moirrey. T'ad ro costallagh'","I said to my wife, 'We won't be buying another house in Port St. Mary. They're too expensive.'"
DQ_03.wav,,"Well cha nel monney thieyn ayns Purt le Moirrey, shen yn boirrey. Son yn chooid smoo t'ad costallagh.","Well there aren't many houses in Port St. Mary, that's the problem. They are usually expensive."
DQ_03.wav,,"T'ad ro costallagh. Er my hon ansherbee. As haink yn thie shoh er y vargey as va shen yn prios kiart, as ren shin kionnaghey yn thie shoh. T'eh kiart dy liooar. Myr ta shiu fakin ta reayrt yindyssagh veih yn uinnag, nagh vel?","They're too expensive. For me anyway. And this house came on the market and that was the right price, and we bought this house. It's alright. As you can see there's a wonderful view out of the window, isn't there?"
DQ_03.wav,,"Oh, gyn dooyt erbee. Just jeeaghyn er yn Cholloo as-","Oh, definitely. Just looking at the Calf and-"
DQ_03.wav,,"Oh, dy jarroo. As Baie Fine, as ooilley myr shen.","Oh, indeed. As Baie Fine, and all that."
DQ_03.wav,,T'ou maynrey dy liooar cummal ayns shoh ansherbee.,You're happy enough living here anyway.
DQ_03.wav,,"Oh, dy jarroo. T'eh kiart dy liooar.","Oh, indeed. It's alright."
DQ_03.wav,,As vel oo foast jannoo monney studeyrys er yn Ghaelg?,And do you still study Manx much?
DQ_03.wav,,Oh dy jarroo. Ta ram lioaryn fo'n voayrd ayns shen.,"Oh, indeed. There are lots of books under the table there."
DQ_03.wav,,"Honnick mee adsyn. Jeeaghyn feer impressive, ghooinney.","I saw those. Looking very impressive, man."
DQ_03.wav,,"Ta'n chooid share ayns Gaelg, kuse jeu ayns Gallic. Skeeal ny ghaa ayns shen ayns y neesht jeu.","Most of them are in Manx, a few in Gallic. A few stories there in both."
DQ_03.wav,,As dooyrt oo roie tra v'ou aeg ren oo goll magh shooyl as ren oo clashtyn- Adsyn loayrt ass yn Ghaelg. Va shen Ned as dooinney elley. Cha nel mee shickyr quoi va'n dooinney elley.,And you said before when you were young you went out walking and heard—Them speaking in Manx. That was Ned and another man. I'm not sure who the other man was.
DQ_03.wav,,As c'raad va shen? Ayns Creneash or er y raad?,And where was that? In Cregneash or on the road?
DQ_03.wav,,"Er y raad gys y Cheyllys ayns shen. V'ad loayrt ry cheilley cho aashagh, v'eh yindyssagh clashtyn ad. Cha nel mee shickyr quoi va'n dooinney elley agh v'ad ny neesht jeu jeh'n un eash, my t'ou laccal. Daa henn deiney as maidjaghyn shooyl maroo, as v'ad loayrt cho aashagh ass yn Ghaelg. V'ad flaaoil, ny neesht jeu. Ta mee er smooinaghtyn ram keayrtyn quoi va'n dooinney elley. Foddee eh ve braar Ned.","On the road to the Sound there. They were speaking together so easily, it was wonderful to hear them. I'm not sure who the other man was but they were both the same age, if you like. Two old men with walking sticks, and they were speaking so easily in Manx. They were fluent, both of them. I have wondered many times who the other man was. It could be Ned's brother."
DQ_03.wav,,"Ta mee er chlashtyn Jackie y Mackerel, v'ad gra rish. Ta mee er chlashtyn dy row Gaelg yindyssagh echey. V'eh foddey ny share na Ned, ta mee er chlashtyn, agh cha row eshyn son loayrt monney, ta mee er chlashtyn.","I've heard Jackie Mackerel, they called him. I've heard that he had wonderful Manx. He was much better than Ned, I have heard, but he didn't like to speak much, I've heard."
DQ_03.wav,,Skeeal cadjin. S'bastagh shen. Ta mee er chlashtyn shen.,It's a common story. It's a shame. I've heard that.
DQ_03.wav,,"T'ad gra Jackie y Mackerel rish son far-ennym. Agh cha nel mee shickyr quoi v'eshyn. Ta shen erskyn tree feed bleeantyn er dy henney. As v'ad ny neesht jeu, ec y traa shen- t'eh doillee tra ta shiuish beg, but er lhiam's dy row ad mysh three feed bleeaney dy eash ny neesht jeu, er lhiam's ec y traa shen. V'ad flaaoil, gyn ourys.","They call him Jackie Mackerel as a nickname. But I'm not sure who he was. That's more than sixty years ago. And they were both, at that time—it's difficult when you're little, but I think they were about sixty years old each at that time. They were fluent, without doubt."
DQ_03.wav,,"Tra v'ou aeg foddee dy row ram baatyn eeastee ayns Purt le Moirrey, as y lhied.","When you were young there were probably lots of fishing boats in Port St. Mary, and the like."
