Audio_ID,Speaker,Manx,English
Disk 1 Track 14,J. Kneen,"Aw, dy jarroo dy jarroo.","Aw, indeed, indeed."
Disk 1 Track 14,H. Boyde,Cha ren mee rieau goll dys yn keeill.,I did not ever go to the church.
Disk 1 Track 14,J. Kneen,"Ren mish geddyn nane, my ta.","I did get one, though."
Disk 1 Track 15,T. Braide,"... jeig. Dy jarroo, ghooinney?","... ten. Really, man?"
Disk 1 Track 15,H. Boyde,Queig-jeig... queig-jeig...,Fifteen... fifteen...
Disk 1 Track 15,J. Kneen,Queig-jeig C’red va shen?... Blein... yn blein shen?,Fifteen. What was that?... Year... that year?
Disk 1 Track 15,H. Boyde,Ta shen eash mie.,That is a good age.
Disk 1 Track 15,T. Braide,Shen eash...,That age...
Disk 1 Track 15,J. Kneen,Cha nel uss er jeet dys yn eash shen edyr.,You are not after coming to that age at all.
Disk 1 Track 15,H. Boyde,Cha nel mee er ngeddyn dys shen foast.,I am not... it... not... the... to that yet.
Disk 1 Track 15,J. Kneen,T’ou feed blein jeh dys shen.,You are twenty years from that.
Disk 1 Track 15,H. Boyde,"Aw, ta mee smooinaghtyn dy vel. She.","Aw, I am thinking that (I) am. Yes."
Disk 1 Track 15,J. Kneen,"Oh, dy jarroo, ghooinney.","Oh, really, man."
Disk 1 Track 15,H. Boyde,Ta mee smooinaghtyn dy vel. She.,I am thinking that. Yes.
Disk 1 Track 15,J. Kneen,Well. Va’in poosit feed blein as jeih nish.,Are [you]? We were married thirty years now.
Disk 1 Track 15,H. Boyde,Feed blein as jeih.,Thirty years
Disk 1 Track 15,J. Kneen,Voish nish...,From now
Disk 1 Track 15,H. Boyde,Voish nish.,From now.
Disk 1 Track 15,J. Kneen,Ta. As ta hoght paitchyn aym.,Yes. And there are eight children at me.
Disk 1 Track 15,H. Boyde,Hoght paitchyn?,Eight children?
Disk 1 Track 15,J. Kneen,Va.,There were.
Disk 1 Track 15,H. Boyde,As c’raad t’ad ooilley?,And where are they all?
Disk 1 Track 15,J. Kneen,Ta paart dooys ayns Rhumsaa.,There are some of mine in Ramsey.
Disk 1 Track 15,H. Boyde,Vel ad ooilley bio?,Are they all alive?
Disk 1 Track 15,J. Kneen,Cha nel. Ta nane ersooyl.,Are not. There is one away.
Disk 1 Track 15,H. Boyde,Aw. Ta nane jeu marroo?,Aw. There is one of them dead?
Disk 1 Track 15,J. Kneen,Ta.,Yes.
Disk 1 Track 15,H. Boyde,Aw.,Aw.
Disk 1 Track 15,J. Kneen,Ta shey jin bio foast.,There are six of us alive still.
Disk 1 Track 15,H. Boyde,"Aw, ta. Ta mish toiggal.","Aw, I am understanding."
Disk 1 Track 15,J. Kneen,Ta jees er y thie.,There are two on the house.
Disk 1 Track 15,H. Boyde,Ec y thie.,At the house.
Disk 1 Track 15,J. Kneen,Ta.,Yes.
Disk 1 Track 15,H. Boyde,Aw.,Aw.
Disk 1 Track 15,J. Kneen,As va jees elley poosit ayns Rhumsaa.,And two others married in Ramsey.
Disk 1 Track 15,H. Boyde,Poosit ayns Rhumsaa? Ta mish toiggal c’red t’ou gra.,Married in Ramsey? I am understanding what you are saying.
Disk 1 Track 15,J. Kneen,As ta fer ayns Skyll Andreays. Shen ad ooilley.,And there is one in Andreas Parish. Those (are) all.
Disk 1 Track 15,H. Boyde,"Aw, ta fer ayns Skyll Andreays.","Aw, there’s one in Andreas Parish."
Disk 1 Track 15,J. Kneen,Ta.,Yes.
Disk 1 Track 15,H. Boyde,Ta. Cha row mee rieau monney ayns Skyll Andreays.,Yes. I was never much in Andreas Parish.
Disk 1 Track 15,J. Kneen,Cha row?,Were [you] not?
Disk 1 Track 15,H. Boyde,Cha row.,No.
Disk 1 Track 15,J. Kneen,"Oh, va mee ruggit as bashtit ayns Skyll Andreays.","Oh, I was born and baptised in Andreas Parish."
Disk 1 Track 15,H. Boyde,"Oh, dy lickly dy row.","Oh, likely you were."
Disk 1 Track 15,J. Kneen,Va.,[I]was.
Disk 1 Track 15,H. Boyde,Ta. Ta mish toiggal.,Yes. I am understanding.
Disk 1 Track 15,J. Kneen,T’ou toiggal shen mie dy liooar.,You are understanding that well enough.
Disk 1 Track 15,H. Boyde,"Oh, ta mee toiggal shen. Vel oo son clashtyn c’red ta mee gra monney?","Oh, I am understanding that. Are you for hearing what I am saying much?"
Disk 1 Track 15,J. Kneen,"Ta, ta mee clashtyn oo. Ta mee clashtyn oo.","Yes, I am hearing you. I am hearing you."
Disk 1 Track 15,H. Boyde,Ta mee... T’ou son gra... ta’n... ta’n...,I am... you are for saying the... is... the... is...
Disk 1 Track 15,J. Kneen,Ta’n cleaysh shoh cha nel eh cho olk as yn nane shoh.,This ear it is not so bad as this one.
Disk 1 Track 15,H. Boyde,"Oh, Cha nel oo clashtyn veg... er y chleaysh shen?","Oh, you are not hearing anything... on that ear?"
Disk 1 Track 15,J. Kneen,Er y nane shoh edyr... Cha nel. As va’n sooill shoh ersooyl neesht.,On this one at all... No. And this eye was away too.
Disk 1 Track 15,H. Boyde,Cha nel oo son fakin red erbee ayn?,Are you not for seeing anything in it?
Disk 1 Track 15,J. Kneen,Red erbee er y sooill shen.,Anything on that eye.
Disk 1 Track 15,H. Boyde,Yn sooill shen.,That eye.
Disk 1 Track 15,J. Kneen,Cha nel.,[Am] not.
Disk 1 Track 15,H. Boyde,"Cha nel eh shen, cha nel shen feer mie edyr.","That is not, that is not very good at all."
Disk 1 Track 15,J. Kneen,"Well, bee’m foast jannoo lesh, whooinney.","Well, I will be putting up with it, man."
Disk 1 Track 15,H. Boyde,Bee shiu foast jannoo lesh.,You will be putting up with it.
Disk 1 Track 15,J. Kneen,Ta.,Yes.
Disk 1 Track 15,H. Boyde,Yes. Shen yn red... Yes. Bee shiu foast jannoo lesh.,Yes. That’s the thing... Yes. You will still be putting up with it.
Disk 1 Track 15,J. Kneen,Oddagh shin geddyn gless... sooill-ghless.,We could get [a] glass... glass eye
Disk 1 Track 15,H. Boyde,"Quoi? Oh, cha bee shiu son fakin red erbee... cha bee shiu son fakin red erbee ayns sooill-ghless.","Who? Oh, you will not be seeing anything at all... you will not be seeing anything at all in a glass eye."
Disk 1 Track 15,H. Boyde,Bee shiu... bee shiu ny share fegooish.,You will be... you will be better without [it].
Disk 1 Track 15,J. Kneen,Fegooish eh. Ta me sheiltyn dy bee mee.,Without it. I am supposing that I will be.
Disk 1 Track 15,H. Boyde,Fegooish sooill-ghless.,Without a glass eye...
Disk 1 Track 15,J. Kneen,Ta mish sheiltyn dy bee’m.,I am supposing I will be.
Disk 1 Track 15,H. Boyde,She... she...,Yes... yes...
Disk 1 Track 15,J. Kneen,"Shen yn aght, ghooinney.","That [is] the way, man."
Disk 1 Track 15,H. Boyde,"She, Shen yn red...","Yes, That [is] the thing..."
Disk 1 Track 15,J. Kneen,Shen yn aght lesh shenn sleih.,That [is] the way with old people.
Disk 1 Track 15,H. Boyde,"Shen yn red ta. Ta, shen yn red.","That [is] the thing it is. Yes, that’s the thing."
Disk 1 Track 15,J. Kneen,"Ta shenn... ta paart jeusyn geddyn shenn, ghooinney.","There are old... there are some of them getting old, man."
Disk 1 Track 15,J. Kneen,T’ad goll... T’ad goll leshyn goll gollrish paitchey.,They are going... They are going... going like children.
Disk 1 Track 15,H. Boyde,Ta. Goll gollrish paitchey...,Yes. Going like children.
Disk 1 Track 15,J. Kneen,"Ta... Shenn dooinney as t’eh paitchey, t’ad gra, cha nee?","Yes... [An] old man and he is a child, they are saying, don’t they?"
Disk 1 Track 15,H. Boyde,Aw. Ta nane... nane jin deiney as... .as paitchey... as... shen...,"Aw. There is one... one of us men, and... and a child... and... that..."
Disk 1 Track 15,H. Boyde,Vel oo toiggal c’red ta mee gra?,Are you understanding what I’m saying?
Disk 1 Track 15,J. Kneen,Cha nel.,No.
Disk 1 Track 15,T. Braide,Shen aght elley?,That another way?
Disk 1 Track 15,H. Boyde,"Ta’n shenn sleih, yn traa t’ad g’aase shenn t’ad geddyn gollrish... T’ad goll gollrish paitchey.",There are old people and they are growing old and they are getting like... They are going like children.
Disk 1 Track 15,J. Kneen,"Oh, ta, ta. Ta. Hmm.","Oh, Yes, yes. Yes."
Disk 1 Track 15,H. Boyde,Shen yn red. Ren mish gra shen. Yn sleih... yn shenn sleih gra.,"That’s the thing. I did say that. The people, the old people saying."
Disk 1 Track 15,J. Kneen,Ta.,Yes.
Disk 1 Track 15,H. Boyde,Ta. Shen yn red va’n shenn sleih gra.,Yes. That’s the thing the old people were saying.
Disk 1 Track 15,J. Kneen,"Paitchey v’ou aeg, as paitchey dy row oo shenn.","A child you were young, and a child if you were old."
Disk 1 Track 15,H. Boyde,She. Shen yn red.,Yes. That’s the thing.
Disk 1 Track 15,J. Kneen,Shen yn red v’eh.,That’s the thing it was.
Disk 1 Track 15,H. Boyde,She. Shen yn red v’eh. She. Shen kiart.,Yes. That’s the thing it was. That’s right.
Disk 1 Track 16,H. Boyde,Ayns magher ayns Ballalaagh (Balley ny Loghey).,In [a] field in Ballaugh.
Disk 1 Track 16,M. Braide,"Ayns Gaelg, eisht.","In Manx, then."
Disk 1 Track 16,J. Kneen,"Skylley Vaayl, t’eh nish, ayns Skylley Vaayl.","Kirk Michael, it is now, in Kirk Michael."
Disk 1 Track 16,H. Boyde,"Aw, tra va mee...","Aw, when I was..."
Disk 1 Track 16,J. Kneen,Row uss rieau ec y feailley ec y vargey ec Skylley Vaayl?,Were you ever at the festival at the market at Kirk Michael?
Disk 1 Track 16,H. Boyde,"Oh, va mee ayns yn margey ec Skylley Maayl... tra... bleeaney er-dy-henney.","Oh, I was in the market at Kirk Michael... when... years ago."
Disk 1 Track 16,J. Kneen,As deiney goll son goll son blein son yn thalloo?,And men going for going a year to the land?
Disk 1 Track 16,H. Boyde,"Aw, ta. V’ad goll... ayns Skylley Maayl... v’ad goll dys yn margey shen dy gheddyn obbyr er y thalloo.","Aw, yes. They were going... in Kirk Michael... they were going to that market to get work on the land."
Disk 1 Track 16,J. Kneen,Ta. Son y blein.,Yes. For the year.
Disk 1 Track 16,H. Boyde,Son yn blein.,For the year.
Disk 1 Track 16,J. Kneen,"As eirinagh cheet dy goaill, dy chur phing ayd.","And a farmer coming to take, to give [a] penny at you."
Disk 1 Track 16,H. Boyde,"Oh, va. Shen yn red...","Oh, [it] was That [is] the way..."
Disk 1 Track 16,J. Kneen,Phing... phing... phing va’n red v’ad laccal.,[A] penny... [a] penny... [a] penny was the thing they were wanting.
Disk 1 Track 16,H. Boyde,Ta. Ta mish toiggal.,Yes. I am understanding.
Disk 1 Track 16,J. Kneen,Cha row... cur smoo na ping... v’ou jannoo shen...,There was not... giving more than [a] penny... you were doing that...
Disk 1 Track 16,H. Boyde,Cha nee.,No.
Disk 1 Track 16,M. Braide,As c’red v’ad creck ec y margey shen?,And what were they selling at that market?
Disk 1 Track 16,H. Boyde,"Aw, cha row ad... cha row ad creck monney ec yn margey shen.","Aw, they were not... they were not selling much at that market."
Disk 1 Track 16,H. Boyde,"Va boayrd beg ayn as paart dy reddyn er yn boayrd, paart dy reddyn millish shen.","There was a little table in and some things on the table, some of those sweet things."
Disk 1 Track 16,M. Braide,"Oh, dy jarroo?","Oh, really?"
Disk 1 Track 16,J. Kneen,As bunnys feed thieyn veg jeant son y... cur jough ass,And nearly twenty little ‘houses’ made for the... giving drink out...
Disk 1 Track 16,H. Boyde,"Oh, va paart dy thieyn ayn va red dy...","Oh, there were some houses in and there was [a] thing to..."
Disk 1 Track 16,J. Kneen,Margey coodit lesh shiaull.,[A] market covered with [a] sail.
Disk 1 Track 16,H. Boyde,"Va red ayn, ayns yn margey as v’ad creck jough ayn. V’ad creck yn jough ayn.","[There] was a thing in, in the market and they were selling drink in it. They were selling the drink in it."
Disk 1 Track 16,J. Kneen,Thie veg coodit lesh shiaull.,A little house covered with [a] sail.
Disk 1 Track 16,H. Boyde,"As va paart jeu giu jough ayns yn boayl shen as v’ad, va paart jeu ny lhie ayns yn bayr roish ren,","And some of them were taking drink in that place and they were, some of them were lying in the road before did,"
Disk 1 Track 16,H. Boyde,ren ad geddyn thie. She.,they did get home. Yes.
Disk 1 Track 16,C. C. Craine,"Row ad creck jough lajer, eisht?",Were they selling strong drink then?
Disk 1 Track 16,J. Kneen,V’ad creck... as...,They were selling... and...
Disk 1 Track 16,H. Boyde,Tra ren ad geddyn lhieggit ayns yn bayr cha row ad son geddyn seose.,When they did get knocked over [falling down] in the street and they were not for getting up.
Disk 1 Track 16,J. Kneen,Cha row.,They were not.
Disk 1 Track 16,H. Boyde,V’ad lane jough.,They were full [of] drink.
Disk 1 Track 16,J. Kneen,Lane jough.,Full of drink.
Disk 1 Track 16,H. Boyde,Lane jough.,Full of drink.
Disk 1 Track 16,J. Kneen,Son y blein.,For the year.
Disk 1 Track 16,M. Braide,As kys v’ad cheet dys yn margey shen? Er dreeym chabbyl?,And how were they coming to the market then? On horseback?
Disk 1 Track 16,H. Boyde,"Oh, cabbil as ’n ollagh ’n ollagh... aegey as...","Oh, horse and cattle... the cattle... young and..."
Disk 1 Track 16,J. Kneen,As v’ad markiaght er cabbil.,And they were riding on horses.
Disk 1 Track 16,H. Boyde,"Aw, v’ad kionney... creck cabbyllyn ayn as ’n ollagh ayn neesht.","Aw, they were buying... selling horses and cattle in and the cattle in too."
Disk 1 Track 16,J. Kneen,"Cha row ad jannoo monney jeh shen, my ta.","They weren’t doing much of that, then."
Disk 1 Track 16,H. Boyde,"Ta. Va’n margey ayns, ayns magher ayns yn traid bunnys, ayns yn traid.","Yes. The market was in, in [a] field in the street nearly, in the street."
Disk 1 Track 16,J. Kneen,"Va. V’eh bunnys ayns yn traid cooyl yn thie - oast. (Mitre, Kirk Michael)",Yes. It was nearly in the street behind the inn.
Disk 1 Track 16,H. Boyde,Cooyl yn thie-oast. Shen yn boayl v’eh.,Behind the inn. That was the place it was.
Disk 1 Track 16,J. Kneen,She.,Yes.
Disk 1 Track 16,H. Boyde,She. Cooyl yn thie...,Yes. Behind the inn...
Disk 1 Track 16,J. Kneen,"V’ou uss er Ballalaagh lickly neesht, vel oo?","You were on Ballaugh likely too, are you?"
Disk 1 Track 16,H. Boyde,Va.,Yes.
Disk 1 Track 16,J. Kneen,Ec y vargey?,At the market?
Disk 1 Track 16,H. Boyde,"Oh, va mee ayns yn margey shen.","Oh, I was in that market."
Disk 1 Track 16,J. Kneen,Tra v’ou paitchey?,When you were [a] child?
Disk 1 Track 16,H. Boyde,Ta. Ta. Yes.,Yes. Yes.
Disk 1 Track 16,J. Kneen,"As cre’n aght v’ad g’eeck... as creck ram ollagh ayns shen, my ta?","And how were they paying... and selling many cattle there, then?"
Disk 1 Track 16,H. Boyde,"Oh, va. Ram ollagh. She.","Oh, yes. Many cattle. Yes."
Disk 1 Track 16,J. Kneen,"Oh, va shen vargey vooa.","Oh, that was a cattle market."
Disk 1 Track 16,H. Boyde,Va mee jus ayns yn margey Keeill yn Agglish? lesh ollagh as va nane jeu roie mygeayrt ayns yn margey as v’ad...,I was just in the market with cattle and there was one of them running around in the market and they were
Disk 1 Track 16,H. Boyde,v’ee bunnys stampey yn sleih ayns yn margey.,it was nearly stamping [on] the people in the market.
Disk 1 Track 16,J. Kneen,"Aw, dy jarroo?","Aw, indeed?"
Disk 1 Track 16,H. Boyde,"Va’n sleih roie dy gheddyn voish yn... yn... booa, booa cheoi.","The people were running to get from the the cow, wild cow."
Disk 1 Track 16,M. Braide,Row peiagh erbee gortit?,Was anybody hurt?
Disk 1 Track 16,H. Boyde,Cha row. Sleih roie dy gheddyn voish yn raad yn... yn booa.,No. People running to get from the road of the... the cow.
Disk 2 Track 1,H. Boyde,"V’ad... v’eh... va’n ennym echey Juan Steaoin... Juan Steaoin Juan Steaoin as v’eh... yn traa v’eh goll dys yn chooyrt,","They were..the name on him was John Stephen... John Stephen... John Stephen and he was... the time he was going to the court,"
Disk 2 Track 1,H. Boyde,"v’eh g’eam ayns yn chooyrt ‘Vel fer erbee goll dy lhie ayns Ballalaagh?’, as ‘Vel fer erbee goll ’sy lhie ayns Skylley Chreest,","he was calling in the court ‘Is anyone going to lie (bed) in Ballaugh’, and ‘Is anyone going to lie in (Kirk) Christ,"
Disk 2 Track 1,H. Boyde,Skylley Chreest ny hAyrey’? v’eh gra. ‘Vel fer erbee goll ’sy lhie ayns Skyll Andreays?’ ‘Vel fer erbee Kirk Christ Lezayre’?,"he was saying, ‘Is anyone going to lie in [the] Parish of Andreas?’ ‘Is anyone going to lie in [the] Parish of Bride?’"
Disk 2 Track 1,J. Kneen,As va shen yn obbyr echey?,And that was the work at him?
Disk 2 Track 1,H. Boyde,Shen yn obbyr echey.,That [is] the work at him.
Disk 2 Track 1,T. Braide,(V’eh) yn toshiaght-joarree.,(He was) the Coroner.
Disk 2 Track 1,H. Boyde,Cha nel ad jannoo shen nish edyr.,They are not doing that now at all.
Disk 2 Track 1,J. Kneen,Cha nel. Cha nel.,No. No.
Disk 2 Track 1,H. Boyde,"Cha nel ad jannoo lesh nish edyr. Bee... bee... row ad ayns... va faasaag mooar er, sheese dys aynshoh. Faasaag...","They are not doing (bothering) with it now at all. Will be... will be... they were in... there was a big beard on him, down to here."
Disk 2 Track 1,J. Kneen,Ta mee er chlashtyn... faasaag... Tra v’eh clashtyn v’eh goll trooid Ballalaagh (Balley ny Loghey) aynshoh as va,I have heard... a beard... When he was hearing he was going through Ballaugh here and there was a poor horse
Disk 2 Track 1,H. Boyde,"cabbyl voght echey... as va sleih gra ‘Kys yn oyr t’ou geddyn... cabbyl’ ? ‘Oh, ta’n cabbyl aym braew,’ v’eh gra.","at him... and people were saying ‘How is the reason you getting ... a horse...? Oh, the horse at me is fine...’ he was saying."
Disk 2 Track 1,H. Boyde,"Son v’eh ec thieyn, ec y thieyn dy sleih roish t’ad laccal eh.","He was at a house, he was at the houses..., at the houses of people before they are wanting him."
Disk 2 Track 1,H. Boyde,"Aye, ta mish toiggal.","Aye, I am understanding."
Disk 2 Track 1,J. Kneen,"She, shen yn dooinney v’ou loayrt mygeayrt.","Yes, that [is] the man you were speaking about."
Disk 2 Track 1,H. Boyde,"Oh, shen eh.","Oh, that’s him."
Disk 2 Track 1,J. Kneen,She.,Yes.
Disk 2 Track 1,H. Boyde,"She. Dooinney lesh faasaag bane mooar echey... faasaag... faasaag bane. She. Juan Steaoin... Steaoin, ta. Shen yn fer v’ayn.","Yes. A man with a big white beard at him... a beard... white beard. Yes. John Stephen... Stephen, yes. That’s the man [that] was in..."
Disk 2 Track 1,J. Kneen,John Quayle.,John Quayle
Disk 2 Track 1,H. Boyde,Stephen. Steaoin. Aye. Shen yn (ennym echey). Shen yn ennym echey. She.,Stephen. Stephen. Aye. That [is] the name at him. That’s the name at him. Yes.
Disk 2 Track 1,J. Kneen,Row uss rieau toiggal yn traa va... c’red v’ad gra er... Yn Cleragh,Were you ever understanding (remembering) the time was... What were they saying on... The Clerk.
Disk 2 Track 1,H. Boyde,C’red shen?,What’s that?
Disk 2 Track 1,J. Kneen,Yn cleragh.,The clerk.
Disk 2 Track 1,H. Boyde,Aw. Ta mee smooinaghtyn dy vel. She.,Aw. I am thinking it is. Yes.
Disk 2 Track 1,J. Kneen,Shen yn wooinney va ec y thieyn ooilley yn sleih... roish v’ad laccal eh.,That [is] the man [who] was at all the houses of people... before they were wanting him.
Disk 2 Track 1,H. Boyde,"She, ta mish toiggal nish.","Yes, I am understanding now."
Disk 2 Track 1,J. Kneen,Vel red erbee elley?,Is there anything else?
Disk 2 Track 1,T. Braide,Row uss rieau ayns y chooyrt cur feanish.?,Were you ever in the court giving witness?
Disk 2 Track 1,H. Boyde,"Aw, cha row mee rieau ayns yn chooyrt edyr.","Aw, I was never in the court at all."
Disk 2 Track 1,J. Kneen,Cha row mish noadyr,I was not either.
Disk 2 Track 1,H. Boyde,Cha row. Va mee smooinaghtyn dy beagh mee... va mee goaill aggle jeh’n... traa... ren yn aspick cheet orrym...,No. I was thinking that. I would be... I was afraid of the... time... the bishop did come on me
Disk 2 Track 1,H. Boyde,ayns y ghlion. Va mee smooinaghtyn dy row mee goll dys yn chooyrt. Cha ren mee rieau goll edyr.,.in the glen. I was thinking that I was going to the court. I never did go at all.
Disk 2 Track 1,H. Boyde,"Cha ren. Aw, va mee roie agglagh yn laa shen.","No. Aw, I was running awful that day."
Disk 2 Track 1,J. Kneen,Cha row eh rieau faagail oo.,It was never leaving you.
Disk 2 Track 1,H. Boyde,Cha ren. Cha ren. Cha ren eh cummal mish son goll dys y ghlion son shen edyr. Va mee... ren mee goll ayns y ghlion,No. No. It did not keep me for (from) going to the glen for that at all. I was... I did go in the glen
Disk 2 Track 1,H. Boyde,geiyrt er yn breck reesht.,following on the trout again.
Disk 2 Track 1,J. Kneen,"Oh, dy jarroo.","Oh, indeed."
Disk 2 Track 1,H. Boyde,She. Cha ren mee... cha ren eh rieau fakin mee reesht.,Yes. I did not... he never did see me again.
Disk 2 Track 1,J. Kneen,"V’ou goll er y oie, dy lickly.","You were going on the ‘night’, likely."
Disk 2 Track 1,H. Boyde,"Ta. Va mee goll bunnys ec yn oie, tra va mee goll. Yn traa ren eh cheet orrym, yn laa shen, va mee ny lhie er my bolg","Yes. I was going nearly at the night[fall], when I was going. The time he did come, that day, I was lying on my stomach"
Disk 2 Track 1,H. Boyde,er y thalloo as... as my laue ayns yn (ushtey) as mie eh... as my laueyn ayns yn jeeig.,on the ground and..and my hand in the water and good it... .and my hands in the ditch.
Disk 2 Track 2,H. Boyde,"She, va ben baghey ayns Ballalaagh, as..v’ee ny hoie ayns yn thie fastyr ennagh,","It is (yes) there was a woman living in Ballaugh, and ..she was sitting in the house one evening,"
Disk 2 Track 2,H. Boyde,"as haink yn saggyrt dys yn thie, stiagh dys yn thie,","and the parson came to the house in to the house,"
Disk 2 Track 2,H. Boyde,"as va boteil ec yn ben giu, giu yn red jiarg shen, yn red jiarg,","and there was a bottle at the woman, drinking the red thing, the red thing,"
Disk 2 Track 2,H. Boyde,"t’ou toiggal c’red t’eh. As ren yn saggyrt gra,","you understand what it is and the Parson did say,"
Disk 2 Track 2,H. Boyde,"‘C’red t’ou giu yn red shen, cha bee shiu foddey dys bee shiu marroo,","‘What are you drinking that thing, you will not be long till you will be dead,"
Disk 2 Track 2,H. Boyde,"yn traa t’ou giu yn red shen’. Aw, as ren yn ben gra,","the times you drink that thing’. Aw, and the woman did say,"
Disk 2 Track 2,H. Boyde,"‘Aw, t’eh mie traa erbee’, ren yn ben gra, ‘T’eh mie traa erbee’,","‘Aw, it is good any time at all’, the woman did say, ‘It is good any time at all’,"
Disk 2 Track 2,H. Boyde,"as ren yn saggyrt goll mooie, ass yn thie, aw, ren eh goll mooie","and did the parson go out, out of the house, aw, he did go out"
Disk 2 Track 2,H. Boyde,"ass yn thie, cha ren eh fuirraghtyn, cha ren eh fuirraghtyn monney yn traa ren ee gra shen.","out of the house, he did not wait, he did not wait much the time she did say that."
Disk 2 Track 2,M. Braide,Va corree vooar echey.,There was a great rage at him.
Disk 2 Track 2,H. Boyde,T’eh mie traa erbee. Yes,It’s good anytime.
Disk 2 Track 2,J. Kneen,"Ta enn aym er y traa wooinney, v’ad goll dy keeill","There is knowledge at me on the time man, they were going to Church"
Disk 2 Track 2,J. Kneen,"as va dooinney ayns y keeill v’ad gra dooinney bwoaillee da,","and there was a man in the church, they were saying (calling) the striking or threshing man,"
Disk 2 Track 2,J. Kneen,"as va kip er y dreeym er, as v’eh geiyrt er yn feallagh, woish yn keeill,","and there was a whip on his back, and he was following (chasing) on people, from the church,"
Disk 2 Track 2,J. Kneen,as ta mee er toiggal yn traa v’ad cur yn deiney va geddyn paitchey currit er,and I understand the time they were putting the men who were getting children put on them
Disk 2 Track 2,J. Kneen,as v’ad cur ad dys y keeill as cur cloagey bane er,and they were putting them to the church and putting a white cloak on them
Disk 2 Track 2,J. Kneen,"as cur er soie aynshen son Jedoonee, Jedoonee, geiyrt er Jedoonee,","and making them sit there for Sunday, Sunday following on Sunday,"
Disk 2 Track 2,J. Kneen,as shen v’ad cur er yn dooinney myr shen.,and that is what they were making the man do.
Disk 2 Track 2,M. Braide,Cur yn cloagey bane er.,Putting a white cloak on (them).
Disk 2 Track 2,J. Kneen,"Cloagey bane cur er, as v’ad, va’n dooinney bwoaillee goll mygeayrt jeeaghyn son sleih","white cloak putting on (them) and they were, the “striking” man was going about looking for people"
Disk 2 Track 2,J. Kneen,va goll - goll - er geiyrt er yn conneeyn as yn mwaagh er y Jedoonee,who were going - going on following (chasing) the rabbits and the hares on the Sunday
Disk 2 Track 2,J. Kneen,"as v’ad cur ad dys yn keeill, as v’ad currit soie ayns stoyll",and they were putting them to the church and they were put sat (sitting) in a stool
Disk 2 Track 2,J. Kneen,as shen v’ad jannoo lesh yn dooinney shen.,and that's what they were doing with those men
Disk 2 Track 2,J. Kneen,"Ta shen ersooyl nish, as cha nel veg jeh shen goll er jannoo.","That is away (gone) now, and there is nothing of that going a doing (going on)."
Disk 2 Track 2,M. Braide,"Aw, cha nel eh goll nish, goll er y raad.","Aw, it is not going now, going on the road (going about)."
Disk 2 Track 2,H. Boyde,"T’eh ooilley ersooyl nish, ta, ren mish clashtyn red ennagh mygeayrt yn red shen neesht,","It is all away now, it is, I did hear something about that thing too,"
Disk 2 Track 2,H. Boyde,"as, v’eh ooilley jarroodit aym, v’eh ooilley jarroodit aym,","and it was all forgotten at me, it was all forgotten at me,"
Disk 2 Track 2,H. Boyde,"dys yn traa ren shiu goll as pleateil mygeayrt, ren mee toiggal eisht c’red v’ou gra.","to the time you did go and talk about (it), I did understand then what you were saying."
Disk 2 Track 2,J. Kneen,... harrish shiu reesht?,... over you again?
Disk 2 Track 2,H. Boyde,"She, ren eh cheet.","Yes, it did come."
Disk 2 Track 2,J. Kneen,Cha nel eh goll nish vel eh?,It is not going now is it? (the recording machine)
Disk 2 Track 2,H. Boyde,"Ren eh cheet dys mish, yn traa shen - v’eh jarroodit ayms, ren mee clashtyn mygeayrt eh.","It did come to me, that time (then) it was forgotten at me, I did hear about it."
Disk 2 Track 2,J. Kneen,Va reddyn braew cam ayns yn keeillyn ayns my laghyn shen nagh row?,There were fine crooked things in the churches in those days was there not?
Disk 2 Track 2,H. Boyde,"Aw, va reddyn aitt oc yn traa shen, reddyn aitt, she, shen yn red.","Aw, there was funny things at them that time, funny things, that is the thing."
Disk 2 Track 2,J. Kneen,Te ooilley er currit woish yn keeill nish my ta.,It is all put from the church now though.
Disk 2 Track 2,H. Boyde,"Ta, as ta mee, ta mee goll dy gra mygeayrt dooinney","It is, and I am, I am going to say about a man"
Disk 2 Track 2,H. Boyde,va goll dy preacheil ayns yn cabbal Jedoonee ennagh,that was going to preach in the chapel some (one) Sunday
Disk 2 Track 2,H. Boyde,"as ren eh cheet, v’eh shooyl ayns yn bayr goll dys yn cabbal,","and he did come, he was walking in the road going to the chapel,"
Disk 2 Track 2,H. Boyde,"as va dooiney ny lhie ayns yn bayr, as va boteil dy jough echey,","and there was a man lying in the road, and there was a bottle of drink (ale) at him,"
Disk 2 Track 2,H. Boyde,as va screeu er yn boteil (ve) “Cleator Brothers”,and there was written on the bottle (label) “Cleator Brothers”
Disk 2 Track 3,H. Boyde,"As yn traa ren eh goll dys, yn keeill as goll ayns yn -",And the time he did go to the Church and go in the -
Disk 2 Track 3,H. Boyde,c’red t’ou.. ennym.. t’ou gra dys yn pulpit?,what are you..name..you are saying for pulpit?
Disk 2 Track 3,H. Boyde,(crannag) (crannag),(crannag) (crannag)
Disk 2 Track 3,H. Boyde,"Yn traa ren eh ayns yn, - t’eh goll dy preacheil, ren eh gra.","The time he did in the - going to preach, he did say,"
